solution_hint,problem_clarity,domain_knowledge_required,logical_reasoning_required,atypicality,verification_difficulty,standard_pattern_available,error_specificity,reproduction_clarity,expected_behavior_clarity,debugging_complexity,codebase_scope,information_completeness,similar_issue_likelihood,side_effect_risk,test_comprehensiveness,test_assertion_complexity,test_edge_case_coverage,solution_complexity,integration_complexity,_task_id,_extracted_at,_model,_provider,instance_id,entry_point_clarity,change_blast_radius,fix_localization
1,5,4,3,2,2,1,4,5,5,2,2,4,1,3,3,2,2,2,3,pytest-dev__pytest-7571,2026-03-06T15:20:50.862232,gpt-5.4-2026-03-05,openai,pytest-dev__pytest-7571,4,2,5
1,5,4,3,3,2,1,4,5,4,3,2,5,1,3,4,2,4,2,3,astropy__astropy-14369,2026-03-06T15:18:49.568969,gpt-5.4-2026-03-05,openai,astropy__astropy-14369,4,2,5
3,5,3,2,2,3,1,4,3,4,2,2,4,1,2,2,4,3,1,2,sphinx-doc__sphinx-8475,2026-03-06T15:21:13.103645,gpt-5.4-2026-03-05,openai,sphinx-doc__sphinx-8475,5,1,5
3,5,3,2,2,2,1,5,5,5,1,1,4,1,2,2,2,1,1,2,django__django-15731,2026-03-06T15:19:51.078282,gpt-5.4-2026-03-05,openai,django__django-15731,5,2,5
3,5,2,2,2,2,1,5,5,4,1,1,4,1,2,2,3,1,1,1,pytest-dev__pytest-5809,2026-03-06T15:20:50.078982,gpt-5.4-2026-03-05,openai,pytest-dev__pytest-5809,5,1,5
2,5,4,3,3,3,1,5,5,4,2,2,4,1,2,4,3,4,2,3,django__django-12774,2026-03-06T15:19:09.457085,gpt-5.4-2026-03-05,openai,django__django-12774,5,2,5
2,5,3,2,2,2,1,5,5,4,2,2,5,1,2,2,1,2,1,2,scikit-learn__scikit-learn-13328,2026-03-06T15:21:06.963134,gpt-5.4-2026-03-05,openai,scikit-learn__scikit-learn-13328,5,2,5
1,4,3,2,2,2,1,5,5,3,2,1,4,1,2,2,1,2,1,1,sympy__sympy-19637,2026-03-06T15:21:56.021649,gpt-5.4-2026-03-05,openai,sympy__sympy-19637,5,1,5
3,5,3,2,1,2,1,4,2,5,1,1,4,1,2,4,2,3,2,2,django__django-14376,2026-03-06T15:19:34.554091,gpt-5.4-2026-03-05,openai,django__django-14376,5,2,5
3,5,3,2,2,2,1,5,5,4,1,1,4,1,2,2,2,2,2,3,scikit-learn__scikit-learn-14496,2026-03-06T15:21:09.078181,gpt-5.4-2026-03-05,openai,scikit-learn__scikit-learn-14496,5,2,4
3,4,3,2,2,2,1,4,3,4,2,2,4,1,2,4,2,4,2,2,django__django-12308,2026-03-06T15:19:09.628574,gpt-5.4-2026-03-05,openai,django__django-12308,5,2,5
1,4,4,3,3,2,1,4,5,4,3,2,4,1,3,3,2,3,2,2,sympy__sympy-24562,2026-03-06T15:21:58.454875,gpt-5.4-2026-03-05,openai,sympy__sympy-24562,4,2,5
1,4,4,4,4,3,0,4,5,4,3,2,4,1,3,4,2,4,1,2,astropy__astropy-12907,2026-03-06T15:15:10.556497,gpt-5.4-2026-03-05,openai,astropy__astropy-12907,5,2,4
2,4,4,3,3,3,1,4,5,4,2,2,4,1,2,4,3,3,2,3,pydata__xarray-4356,2026-03-06T15:20:32.474372,gpt-5.4-2026-03-05,openai,pydata__xarray-4356,5,2,5
1,4,4,3,3,3,1,5,3,4,3,2,4,1,2,3,2,3,2,3,django__django-11820,2026-03-06T15:19:06.836583,gpt-5.4-2026-03-05,openai,django__django-11820,4,2,5
2,5,3,2,2,2,1,5,5,4,2,2,4,1,2,2,1,2,1,2,django__django-15863,2026-03-06T15:19:52.093891,gpt-5.4-2026-03-05,openai,django__django-15863,5,2,5
2,4,4,3,4,3,1,4,5,4,2,2,4,1,3,3,4,2,2,2,django__django-14771,2026-03-06T15:19:47.626235,gpt-5.4-2026-03-05,openai,django__django-14771,4,2,5
3,5,4,2,3,3,1,5,4,5,2,1,4,1,2,3,3,3,1,3,django__django-11066,2026-03-06T15:18:49.370728,gpt-5.4-2026-03-05,openai,django__django-11066,5,1,5
1,5,3,2,2,2,1,4,5,5,2,2,5,1,2,4,2,3,2,3,pydata__xarray-3305,2026-03-06T15:20:30.896688,gpt-5.4-2026-03-05,openai,pydata__xarray-3305,5,2,3
1,5,4,3,4,3,0,4,5,4,3,2,5,1,3,3,3,2,1,2,matplotlib__matplotlib-23412,2026-03-06T15:20:26.461737,gpt-5.4-2026-03-05,openai,matplotlib__matplotlib-23412,5,2,5
1,5,4,3,3,2,1,5,5,4,3,2,5,1,2,3,2,3,2,3,scikit-learn__scikit-learn-14087,2026-03-06T15:21:09.169904,gpt-5.4-2026-03-05,openai,scikit-learn__scikit-learn-14087,5,2,5
1,5,4,3,4,3,0,5,5,4,3,2,4,1,3,2,2,2,2,3,django__django-15930,2026-03-06T15:20:04.690150,gpt-5.4-2026-03-05,openai,django__django-15930,4,2,4
1,5,4,3,4,3,0,5,5,5,3,2,4,1,3,3,2,2,1,2,django__django-12125,2026-03-06T15:19:08.171765,gpt-5.4-2026-03-05,openai,django__django-12125,4,2,5
2,5,2,2,2,2,1,5,5,5,2,1,5,1,3,4,2,4,2,2,scikit-learn__scikit-learn-15100,2026-03-06T15:21:10.946950,gpt-5.4-2026-03-05,openai,scikit-learn__scikit-learn-15100,5,1,5
1,5,4,3,3,3,1,4,5,5,3,2,5,1,3,2,1,2,2,2,sphinx-doc__sphinx-8265,2026-03-06T15:21:12.157405,gpt-5.4-2026-03-05,openai,sphinx-doc__sphinx-8265,4,2,5
3,5,4,3,3,2,1,5,5,4,2,2,5,1,2,2,4,3,2,3,django__django-11532,2026-03-06T15:18:50.295221,gpt-5.4-2026-03-05,openai,django__django-11532,5,2,5
1,3,4,3,3,3,1,3,2,3,3,2,2,1,3,4,2,4,1,3,django__django-11477,2026-03-06T15:18:52.588687,gpt-5.4-2026-03-05,openai,django__django-11477,4,2,5
3,5,2,1,1,1,1,3,3,4,1,1,3,1,2,1,2,1,1,2,django__django-9296,2026-03-06T15:20:09.775263,gpt-5.4-2026-03-05,openai,django__django-9296,5,2,5
1,5,4,3,3,2,1,4,5,5,3,2,5,1,3,2,2,1,1,2,sphinx-doc__sphinx-8459,2026-03-06T15:21:13.937932,gpt-5.4-2026-03-05,openai,sphinx-doc__sphinx-8459,4,2,5
2,4,3,2,2,2,1,5,5,4,2,1,4,1,2,1,1,2,1,2,sympy__sympy-14711,2026-03-06T15:21:32.657612,gpt-5.4-2026-03-05,openai,sympy__sympy-14711,5,2,5
1,4,4,3,3,3,1,4,5,4,3,2,4,1,3,3,2,2,2,3,sympy__sympy-18698,2026-03-06T15:21:56.599423,gpt-5.4-2026-03-05,openai,sympy__sympy-18698,3,3,4
2,4,4,3,2,3,1,4,2,4,2,2,3,1,2,4,3,4,3,3,django__django-16560,2026-03-06T15:20:08.240740,gpt-5.4-2026-03-05,openai,django__django-16560,5,2,4
2,5,4,3,3,3,1,4,5,5,2,2,5,1,3,2,2,2,1,2,scikit-learn__scikit-learn-26323,2026-03-06T15:21:10.936609,gpt-5.4-2026-03-05,openai,scikit-learn__scikit-learn-26323,5,2,5
3,5,3,2,1,2,1,4,4,5,1,1,4,1,2,4,2,4,1,2,django__django-11163,2026-03-06T15:18:50.236202,gpt-5.4-2026-03-05,openai,django__django-11163,5,2,5
3,5,4,3,3,2,1,5,5,4,2,2,5,1,2,2,1,2,2,3,scikit-learn__scikit-learn-14710,2026-03-06T15:21:08.962151,gpt-5.4-2026-03-05,openai,scikit-learn__scikit-learn-14710,5,2,5
2,5,2,2,2,2,1,5,5,5,2,1,5,1,2,2,1,3,1,1,django__django-13670,2026-03-06T15:19:26.820318,gpt-5.4-2026-03-05,openai,django__django-13670,5,1,5
3,5,4,3,3,2,1,5,5,5,2,2,4,1,3,4,3,3,1,3,django__django-13109,2026-03-06T15:19:10.319657,gpt-5.4-2026-03-05,openai,django__django-13109,5,2,5
1,5,4,3,4,3,0,5,5,5,4,2,5,0,2,4,3,3,1,2,astropy__astropy-14539,2026-03-06T15:18:47.903725,gpt-5.4-2026-03-05,openai,astropy__astropy-14539,5,2,5
1,5,4,3,4,4,0,4,5,5,4,2,5,1,3,2,2,2,2,3,sphinx-doc__sphinx-9658,2026-03-06T15:21:31.191640,gpt-5.4-2026-03-05,openai,sphinx-doc__sphinx-9658,4,2,5
2,4,4,2,2,2,1,3,2,4,2,2,3,1,2,3,3,2,2,3,django__django-15161,2026-03-06T15:19:48.847538,gpt-5.4-2026-03-05,openai,django__django-15161,5,2,4
1,5,4,3,3,2,1,4,5,4,3,2,5,1,3,3,2,2,1,2,sympy__sympy-13647,2026-03-06T15:21:30.538193,gpt-5.4-2026-03-05,openai,sympy__sympy-13647,5,2,5
1,5,4,3,3,3,1,5,5,5,3,2,4,1,4,3,2,2,1,2,django__django-11964,2026-03-06T15:19:08.581380,gpt-5.4-2026-03-05,openai,django__django-11964,4,2,5
2,5,4,3,4,3,0,5,5,4,2,2,4,1,3,4,2,4,2,3,django__django-11749,2026-03-06T15:18:51.280890,gpt-5.4-2026-03-05,openai,django__django-11749,5,2,5
1,5,4,3,3,2,1,5,5,5,3,2,5,1,3,3,2,2,2,3,pydata__xarray-3095,2026-03-06T15:20:30.899630,gpt-5.4-2026-03-05,openai,pydata__xarray-3095,4,2,4
1,5,4,3,4,3,0,4,5,5,4,3,5,1,3,3,4,2,2,3,sphinx-doc__sphinx-8120,2026-03-06T15:21:12.839181,gpt-5.4-2026-03-05,openai,sphinx-doc__sphinx-8120,4,2,5
1,5,3,2,2,2,1,5,5,3,2,1,5,1,2,2,2,3,1,2,scikit-learn__scikit-learn-14053,2026-03-06T15:21:08.872456,gpt-5.4-2026-03-05,openai,scikit-learn__scikit-learn-14053,5,1,5
2,5,3,2,2,2,1,5,5,4,2,2,4,1,2,3,2,3,1,2,scikit-learn__scikit-learn-13779,2026-03-06T15:21:08.836672,gpt-5.4-2026-03-05,openai,scikit-learn__scikit-learn-13779,5,1,5
2,5,3,2,3,2,1,5,5,4,2,2,5,1,2,2,2,2,1,2,psf__requests-1724,2026-03-06T15:20:31.949210,gpt-5.4-2026-03-05,openai,psf__requests-1724,5,2,5
1,4,4,3,4,3,0,5,5,4,4,3,4,0,3,4,3,4,2,4,django__django-12325,2026-03-06T15:19:09.413369,gpt-5.4-2026-03-05,openai,django__django-12325,4,3,4
2,3,3,2,2,2,1,3,2,4,2,2,3,1,1,1,1,1,1,1,scikit-learn__scikit-learn-14141,2026-03-06T15:21:08.722269,gpt-5.4-2026-03-05,openai,scikit-learn__scikit-learn-14141,5,1,5
3,5,4,3,2,3,1,5,5,5,2,1,5,1,3,2,3,2,1,2,matplotlib__matplotlib-26113,2026-03-06T15:20:30.926196,gpt-5.4-2026-03-05,openai,matplotlib__matplotlib-26113,5,2,5
2,3,4,2,3,3,1,4,2,3,2,2,3,1,2,2,3,1,2,3,django__django-14434,2026-03-06T15:19:30.078958,gpt-5.4-2026-03-05,openai,django__django-14434,4,2,4
1,5,2,2,2,2,1,5,4,5,2,1,4,1,2,2,4,2,1,2,sphinx-doc__sphinx-9320,2026-03-06T15:21:28.045252,gpt-5.4-2026-03-05,openai,sphinx-doc__sphinx-9320,5,1,5
1,5,4,3,3,2,1,5,5,4,3,2,5,1,3,3,2,3,2,3,pylint-dev__pylint-4604,2026-03-06T15:20:50.486101,gpt-5.4-2026-03-05,openai,pylint-dev__pylint-4604,4,2,5
2,4,3,2,2,2,1,4,3,4,2,2,3,1,3,3,2,2,1,2,django__django-12276,2026-03-06T15:19:08.217882,gpt-5.4-2026-03-05,openai,django__django-12276,5,2,5
3,4,3,2,2,3,1,3,2,4,2,2,3,1,3,4,4,4,2,2,django__django-10973,2026-03-06T15:18:49.930894,gpt-5.4-2026-03-05,openai,django__django-10973,5,2,5
3,5,1,1,1,1,1,5,2,5,1,1,4,1,1,2,1,2,1,1,sympy__sympy-16886,2026-03-06T15:21:36.957281,gpt-5.4-2026-03-05,openai,sympy__sympy-16886,5,1,5
1,5,4,3,3,3,0,4,5,4,3,2,4,1,2,4,2,4,2,3,matplotlib__matplotlib-22865,2026-03-06T15:20:25.195582,gpt-5.4-2026-03-05,openai,matplotlib__matplotlib-22865,5,2,5
1,4,4,4,4,4,0,4,5,4,4,3,4,1,3,2,3,1,1,2,sphinx-doc__sphinx-8638,2026-03-06T15:21:26.703928,gpt-5.4-2026-03-05,openai,sphinx-doc__sphinx-8638,3,3,4
3,5,3,2,2,2,1,5,5,5,1,1,5,1,2,3,3,3,2,3,pytest-dev__pytest-10051,2026-03-06T15:20:51.731785,gpt-5.4-2026-03-05,openai,pytest-dev__pytest-10051,5,2,5
2,5,4,4,3,3,1,4,5,4,3,2,5,1,4,3,2,2,1,2,scikit-learn__scikit-learn-13124,2026-03-06T15:20:57.394951,gpt-5.4-2026-03-05,openai,scikit-learn__scikit-learn-13124,4,2,5
3,5,3,2,2,2,1,5,5,5,2,1,5,1,2,3,2,3,1,2,django__django-16429,2026-03-06T15:20:07.541483,gpt-5.4-2026-03-05,openai,django__django-16429,5,1,5
2,5,4,4,3,4,1,5,5,5,2,3,5,1,3,3,3,3,3,4,django__django-11138,2026-03-06T15:18:49.708388,gpt-5.4-2026-03-05,openai,django__django-11138,5,3,4
3,5,2,2,2,2,1,5,3,5,1,1,5,1,2,4,2,3,2,2,django__django-13410,2026-03-06T15:19:26.931104,gpt-5.4-2026-03-05,openai,django__django-13410,5,1,5
3,5,3,2,2,2,1,5,4,5,1,1,4,1,2,4,2,4,1,2,django__django-16612,2026-03-06T15:20:08.186165,gpt-5.4-2026-03-05,openai,django__django-16612,5,2,5
2,5,4,4,4,3,0,5,5,4,2,2,5,1,3,2,2,3,1,3,sympy__sympy-20428,2026-03-06T15:21:57.464834,gpt-5.4-2026-03-05,openai,sympy__sympy-20428,4,2,4
3,5,4,2,2,3,1,4,3,4,2,2,4,1,2,4,3,3,1,2,django__django-14855,2026-03-06T15:19:47.752960,gpt-5.4-2026-03-05,openai,django__django-14855,5,2,5
2,4,4,3,3,4,1,4,4,5,3,3,4,1,3,3,4,3,2,3,django__django-15252,2026-03-06T15:19:47.375278,gpt-5.4-2026-03-05,openai,django__django-15252,5,2,4
1,4,4,4,4,3,0,4,4,4,4,3,4,1,3,2,2,2,2,3,django__django-11211,2026-03-06T15:18:49.280180,gpt-5.4-2026-03-05,openai,django__django-11211,4,2,5
2,5,3,2,2,2,1,5,5,4,2,2,4,1,2,2,1,2,1,2,astropy__astropy-14309,2026-03-06T15:15:11.373076,gpt-5.4-2026-03-05,openai,astropy__astropy-14309,5,2,5
2,4,4,4,4,4,0,5,4,4,4,2,4,0,3,2,3,3,2,4,django__django-13810,2026-03-06T15:19:27.980724,gpt-5.4-2026-03-05,openai,django__django-13810,5,2,5
1,4,4,3,3,3,1,4,5,5,3,2,4,1,3,4,2,3,3,3,sympy__sympy-14531,2026-03-06T15:21:31.504846,gpt-5.4-2026-03-05,openai,sympy__sympy-14531,4,2,4
1,5,4,4,4,3,0,5,5,4,4,3,4,1,3,4,2,3,1,3,django__django-13406,2026-03-06T15:19:29.296258,gpt-5.4-2026-03-05,openai,django__django-13406,4,2,4
1,5,4,3,3,2,1,4,5,4,3,2,4,1,3,4,2,3,3,4,sympy__sympy-14248,2026-03-06T15:21:31.983576,gpt-5.4-2026-03-05,openai,sympy__sympy-14248,4,3,3
3,5,4,3,3,2,1,5,5,4,2,2,4,1,3,4,3,4,2,3,django__django-14140,2026-03-06T15:19:28.742892,gpt-5.4-2026-03-05,openai,django__django-14140,5,2,5
2,5,4,3,4,3,0,4,5,4,3,2,4,1,3,3,2,2,3,3,sympy__sympy-13974,2026-03-06T15:21:30.991996,gpt-5.4-2026-03-05,openai,sympy__sympy-13974,4,2,5
2,5,3,2,2,2,1,5,5,5,2,2,5,1,3,3,2,3,2,2,sphinx-doc__sphinx-9711,2026-03-06T15:21:30.145204,gpt-5.4-2026-03-05,openai,sphinx-doc__sphinx-9711,5,2,5
1,4,4,4,4,3,0,4,5,4,4,3,4,1,3,3,3,2,2,3,sympy__sympy-19495,2026-03-06T15:21:57.930446,gpt-5.4-2026-03-05,openai,sympy__sympy-19495,4,2,5
3,4,4,2,2,2,1,4,3,5,2,1,4,1,2,2,2,2,1,2,django__django-11179,2026-03-06T15:18:49.557050,gpt-5.4-2026-03-05,openai,django__django-11179,5,2,5
3,5,4,3,3,4,1,4,4,4,2,2,5,1,2,3,2,2,1,2,sphinx-doc__sphinx-10466,2026-03-06T15:21:12.313812,gpt-5.4-2026-03-05,openai,sphinx-doc__sphinx-10466,5,2,5
3,5,4,3,3,3,1,4,5,4,2,2,4,1,3,3,2,2,1,2,django__django-16595,2026-03-06T15:20:08.127503,gpt-5.4-2026-03-05,openai,django__django-16595,5,1,5
2,4,4,3,3,3,1,5,5,4,2,1,4,1,3,1,2,2,1,2,sympy__sympy-13372,2026-03-06T15:21:30.670410,gpt-5.4-2026-03-05,openai,sympy__sympy-13372,5,2,5
1,5,4,3,4,3,0,5,5,4,4,2,5,1,3,2,2,2,2,2,pydata__xarray-6599,2026-03-06T15:20:47.394149,gpt-5.4-2026-03-05,openai,pydata__xarray-6599,4,2,5
2,4,4,3,3,3,1,4,4,5,3,2,4,1,2,4,3,4,2,3,django__django-15268,2026-03-06T15:19:50.924153,gpt-5.4-2026-03-05,openai,django__django-15268,4,2,4
1,5,4,3,3,2,1,4,5,4,3,2,4,1,2,4,2,3,3,3,sphinx-doc__sphinx-8593,2026-03-06T15:21:18.153368,gpt-5.4-2026-03-05,openai,sphinx-doc__sphinx-8593,4,2,4
1,4,4,3,3,2,1,4,3,4,3,2,3,1,2,4,2,4,1,2,sympy__sympy-20916,2026-03-06T15:21:56.786405,gpt-5.4-2026-03-05,openai,sympy__sympy-20916,4,2,4
1,5,4,3,3,2,1,5,5,5,2,2,5,1,3,2,1,2,1,2,sympy__sympy-21612,2026-03-06T15:21:58.294482,gpt-5.4-2026-03-05,openai,sympy__sympy-21612,5,2,5
2,4,3,2,2,2,1,4,3,4,2,2,4,1,2,3,2,2,1,2,django__django-11790,2026-03-06T15:19:07.006818,gpt-5.4-2026-03-05,openai,django__django-11790,4,2,5
2,5,3,2,2,2,1,5,5,4,2,1,5,1,2,4,2,3,1,2,pytest-dev__pytest-7205,2026-03-06T15:20:51.721208,gpt-5.4-2026-03-05,openai,pytest-dev__pytest-7205,5,1,5
2,5,4,3,3,3,1,5,5,4,2,2,4,1,3,2,2,2,2,3,matplotlib__matplotlib-24026,2026-03-06T15:20:28.267608,gpt-5.4-2026-03-05,openai,matplotlib__matplotlib-24026,5,2,5
1,4,4,4,3,3,0,4,5,5,3,2,4,1,3,2,1,2,1,2,sympy__sympy-15875,2026-03-06T15:21:32.525005,gpt-5.4-2026-03-05,openai,sympy__sympy-15875,4,2,5
2,5,4,4,4,3,0,5,5,5,3,2,4,1,3,3,3,3,2,3,django__django-16901,2026-03-06T15:20:09.725206,gpt-5.4-2026-03-05,openai,django__django-16901,4,2,5
2,4,3,3,3,2,1,4,4,4,2,1,4,1,3,4,2,4,2,2,django__django-11728,2026-03-06T15:18:51.094201,gpt-5.4-2026-03-05,openai,django__django-11728,4,2,5
