instance_id,solution_hint,problem_clarity,domain_knowledge_required,logical_reasoning_required,atypicality,verification_difficulty,standard_pattern_available,error_specificity,reproduction_clarity,expected_behavior_clarity,debugging_complexity,codebase_scope,information_completeness,similar_issue_likelihood,side_effect_risk,test_comprehensiveness,test_assertion_complexity,test_edge_case_coverage,solution_complexity,integration_complexity,_extracted_at,_model,_provider,_task_id,_parse_error,fix_localization,fix_localization_reasoning,entry_point_clarity,entry_point_clarity_reasoning,change_blast_radius,change_blast_radius_reasoning,environment_setup_complexity,environment_setup_complexity_reasoning,implementation_language_complexity,implementation_language_complexity_reasoning,testing_infrastructure_quality,testing_infrastructure_quality_reasoning,dependency_complexity,dependency_complexity_reasoning,codebase_scale,codebase_scale_reasoning
python-pillow__Pillow-f854676,2,4,4,3,3,3,0,3,5,3,2,1,4,1,3,2,2,1,3,4,2026-03-07T23:25:12.231570,claude-opus-4-6,anthropic,python-pillow__Pillow-f854676,,5.0,The optimization is clearly contained to the n_frames and is_animated properties in GifImagePlugin.py. The solution likely involves modifying the n_frames property to count frames by scanning the GIF file structure directly rather than seeking through each frame with full decoding.,5.0,"The problem statement's experiment() function explicitly calls img.n_frames and img.is_animated on a GIF file. It's immediately clear that GifImagePlugin.py is the target, specifically the n_frames property which sequentially seeks through all frames.",2.0,"Changes are primarily isolated to GifImagePlugin.py's n_frames/is_animated properties. There's minor coupling with the base Image class's _seek_check method and the seek/tell infrastructure, but the optimization should be self-contained with minimal downstream effects.",3.0,Pillow requires compilation of C extensions (the build directory contains compiled artifacts). Setup requires running pip install -e . which triggers C compilation. The test GIF also needs to be downloaded. Not trivial but manageable.,2.0,"The optimization is primarily in Python - modifying how the GIF file structure is scanned. Understanding the GIF binary format is needed (parsing blocks, extensions, image descriptors), but no C code changes are likely required.",4.0,Pillow has a comprehensive test suite including specific tests for n_frames and is_animated in test_file_gif.py. The performance test script provided has clear setup/experiment/equivalence checking. pytest framework is configured.,3.0,"Pillow has moderate dependencies - C extensions for imaging, system libraries for various image formats. The requirements.txt lists many dev dependencies. Building requires C compilation toolchain.",3.0,"About 3000 files total, with 93 Python files in the PIL package and 84 C source files. GifImagePlugin.py itself is ~1000 lines. It's a medium-sized, well-structured project."
uploadcare__pillow-simd-d970a39,3,4,5,3,3,3,1,3,4,3,2,1,5,1,2,3,2,2,3,3,2026-03-07T23:25:17.394098,claude-opus-4-6,anthropic,uploadcare__pillow-simd-d970a39,,4.0,"The optimization is focused on the Reduce.c file in libImaging and possibly the Python-level reduce method in Image.py. The main target is clearly the C implementation of image reduction in a single file (Reduce.c, ~1000 lines).",5.0,The problem statement explicitly calls img.reduce() with various factors. The code path goes directly from PIL Image.reduce -> _imaging.c -> Reduce.c. Very clear where the performance-critical code lives.,2.0,"Changes to Reduce.c are fairly isolated. The function signatures are internal to the imaging library. Some consideration needed for _imaging.c bindings, but the reduce operation is self-contained with no downstream effects on other image operations.",3.0,"This is a C extension project (Pillow) that requires compilation. The setup.py has complex logic for finding system libraries. However, it builds with standard pip install -e . and the dependencies are manageable.",4.0,"The optimization target is C code (Reduce.c) with SIMD-style manual loop unrolling, integer arithmetic for division approximation, and pixel format handling. Optimizing this likely requires C-level changes with understanding of image memory layout, UINT32 arithmetic, and potentially SIMD intrinsics.",3.0,"There's a dedicated test file (test_image_reduce.py, 178 lines) and the task script includes equivalence checking via size comparison. The performance test uses timeit. However, the performance test only checks output sizes, not pixel accuracy, limiting validation depth.",3.0,"Pillow has moderate dependencies - system libraries for image formats (libjpeg, zlib, etc.), C compilation toolchain, and Python dev headers. The requirements.txt lists mostly dev/test dependencies. Standard but non-trivial.",3.0,"2692 files total, with significant C and Python code. The src/libImaging directory has 86 files of C code. The PIL package has many Python modules. It's a medium-sized, well-established project."
pandas-dev__pandas-2278923,2,4,4,4,3,3,0,4,5,3,3,2,5,1,3,2,2,1,4,4,2026-03-07T23:25:12.791676,claude-opus-4-6,anthropic,pandas-dev__pandas-2278923,,4.0,"The optimization target is clearly the `get_locs` method in `pandas/core/indexes/multi.py`, along with its helper methods `_get_level_indexer`, `_convert_to_indexer`, and `_update_indexer`. All are in the same file. The solution likely involves optimizing the inner loop logic, particularly the use of Index/Int64Index for intersection operations and the `convert_indexer` function.",5.0,"The problem statement directly calls `df.index.get_locs(('A', 'one'))` - making it perfectly clear which method needs optimization. The test script explicitly measures `MultiIndex.get_locs()`.",2.0,"Changes would be within the `get_locs` method and its helpers in multi.py. The method is part of MultiIndex's public API, so the optimization must preserve behavior, but internal implementation changes are relatively isolated. Minor coupling with helper methods like `_get_level_indexer` and `_reorder_indexer`.",3.0,"This is the pandas project which requires numpy, Cython compilation, and various dependencies. The environment doesn't have numpy/dependencies installed, requiring conda/pip setup. The project needs building from source with Cython extensions.",3.0,"While the target method is in Python, the pandas codebase uses Cython extensions extensively (251 .pyx/.c/.cpp files). The optimization might involve pushing logic to Cython or using numpy operations more efficiently. Understanding pandas Index internals (Int64Index, codes, levels) is required.",3.0,"The task provides a benchmark script with setup/experiment/check_equivalence functions. pandas has pytest-based tests. However, the environment needs setup before tests can run (dependencies missing), and the timeit usage in run_test expects a tuple return which is non-standard.",4.0,"pandas has many dependencies (numpy, Cython, pytz, dateutil, etc.) and requires Cython compilation. The requirements-dev.txt lists 60+ packages. Dependencies are not pre-installed in the environment.",4.0,"pandas is a large project with ~4700 Python files, ~7775 total files, and multi.py alone is 4000 lines. The codebase has complex module structure with Cython extensions, though the optimization target is localized."
numpy__numpy-330057f,3,4,5,4,4,3,0,3,5,3,3,2,4,1,1,4,4,4,3,3,2026-03-07T23:24:59.925269,claude-opus-4-6,anthropic,numpy__numpy-330057f,,3.0,"The optimization likely involves changes to 2-3 files in the umath module - the integer add/reduction loops in loops.c.src, possibly loops_arithmetic.dispatch.c.src for SIMD paths, and potentially loops_utils.h.src for pairwise summation. The relevant code is concentrated in numpy/core/src/umath/ but spans multiple template source files.",3.0,"The problem statement clearly uses np.sum() which maps to the add.reduce ufunc, but tracing from np.sum to the actual C loop implementation requires understanding NumPy's ufunc dispatch mechanism, dtype resolution, and the templated C source files. The entry point is findable but requires moderate searching through abstraction layers.",3.0,"Changes to the integer sum/add loops affect a subsystem - the ufunc reduction machinery. While the loops are somewhat isolated, they use templated code that generates implementations for multiple integer types, and changes could affect add operations beyond just sum reductions. SIMD dispatch changes need to be compatible with multiple architectures.",4.0,"This is NumPy built from source with C extensions, requiring a C compiler, SIMD support awareness, and a non-trivial build process (setup.py build_ext). The build directory exists but numpy doesn't appear to be properly installed. Rebuilding after changes requires recompilation of C extensions.",4.0,"The solution involves C code with SIMD intrinsics (SSE2/AVX2/AVX512/NEON via NumPy's abstraction layer), templated C source files (.c.src), and understanding of NumPy's SIMD dispatch system. The code uses macro-heavy template expansion and platform-specific optimizations.",2.0,"The provided test is a custom benchmark script using timeit, not integrated into NumPy's test suite. It measures execution time and checks equivalence of results. However, running it requires a working numpy build, and the feedback loop is slow due to recompilation. No standard pytest integration for this specific optimization task.",4.0,"NumPy has significant build dependencies including C compilers, Cython, and platform-specific SIMD support. The build system itself is complex with custom distutils extensions. Runtime dependencies are minimal but build-time complexity is substantial.",4.0,"The NumPy repository contains ~4651 files with substantial C source code, Python wrappers, and build infrastructure. The core/src directory alone contains hundreds of C source files. While the optimization target is narrower, understanding the surrounding infrastructure requires navigating a large codebase."
numpy__numpy-b862e4f,3,4,5,3,4,3,0,4,5,3,2,3,5,1,3,2,3,2,3,4,2026-03-07T23:24:52.075873,claude-opus-4-6,anthropic,numpy__numpy-b862e4f,,3.0,"The solution spans 4-5 files: loops.c.src (add indexed loop implementations), loops.h.src (add declarations), loops_arithm_fp.dispatch.c.src (add SIMD dispatch versions), generate_umath.py (register the indexed loops), and test_ufunc.py. These are all within the umath subsystem but across multiple files.",4.0,The problem statement clearly focuses on np.add.at with complex128 arrays. The benchmark script directly shows the function being optimized. Git history also shows exactly which commits add this optimization.,2.0,"Changes are within the ufunc indexed loop subsystem. Adding new indexed loop implementations for complex types doesn't affect other existing loops. Only the add/subtract/multiply ufuncs for complex types are affected, with no ripple effects to other subsystems.",4.0,"This is a C extension project (NumPy) that requires compilation with Cython, C compiler, and build tools. The numpy module isn't even importable from the source directory without building first. Requires setup.py build or meson build with specific dependencies.",4.0,"The solution requires writing C code in NumPy's template system (.c.src files with template expansions), understanding NumPy's internal array iterator API, indexed loop conventions, and how generate_umath.py registers loops. This involves C + Python code generation + build system knowledge.",3.0,"The task includes a performance benchmark script with setup(), experiment(), and check_equivalence() functions. NumPy also has test_ufunc.py with relevant tests. However, building and running requires compilation, and the performance test measures timing which can be noisy.",4.0,"NumPy requires Cython, C compiler toolchain, meson/setuptools build system, and various system-level dependencies. The build_requirements.txt shows specialized dependencies including meson-python, Cython with version constraints, and ninja.",4.0,"NumPy has ~4800 files with complex C source code, Python wrappers, code generators, and build infrastructure. The core/src/umath directory alone contains many template-based C files. The ufunc_object.c file is 7108 lines."
numpy__numpy-893db31,3,4,5,4,4,3,0,3,5,3,2,4,4,1,3,3,2,2,4,4,2026-03-07T23:24:57.876249,claude-opus-4-6,anthropic,numpy__numpy-893db31,,3.0,"The solution likely requires changes in 2-3 files: the C++ string_ufuncs.cpp (and possibly string_buffer.h) for the ufunc implementation, and the Python defchararray.py to wire it up. Following the pattern of startswith/endswith ufuncs recently added.",5.0,"The problem statement makes it crystal clear: np.char.isnumeric() needs to be optimized. The function is directly identifiable in defchararray.py, and the current slow implementation using _vec_string is obvious.",2.0,Changes are relatively isolated to the string operations subsystem. The new ufunc needs to be registered but follows established patterns (startswith/endswith). Minor coupling with the ufunc registration system.,4.0,"This is NumPy with a Meson build system. The project requires compilation of C/C++ extensions. Building from source with meson is non-trivial, and the testbed doesn't have numpy pre-built (import fails due to circular import from /testbed).",4.0,"The optimization requires writing C++ template code (string_ufuncs.cpp) with NumPy's ufunc API, handling both Unicode and byte string encodings, and integrating with the ufunc dispatch system. This is compiled C++ with complex framework patterns.",3.0,"There are existing tests in test_defchararray.py and the task provides a benchmark script with equivalence checking. However, running the full test suite requires building numpy from source, and the performance test requires network access for data download.",4.0,"NumPy has complex build dependencies: Meson build system, Cython 3.0, C/C++ compiler, and various system-level dependencies. The build_requirements.txt and pyproject.toml show specialized build tooling.",4.0,"NumPy has ~8800 files total, 513 Python files in the numpy directory alone, plus extensive C/C++ source code. The relevant subsystem (string ufuncs) is smaller but understanding the patterns requires navigating a large codebase."
pandas-dev__pandas-fd43d4b,3,4,4,3,3,3,0,4,5,3,2,3,5,1,3,2,2,1,3,4,2026-03-07T23:25:12.659946,claude-opus-4-6,anthropic,pandas-dev__pandas-fd43d4b,,5.0,The fix is contained to a single method - adding a `take` override in RangeIndex (range.py). The optimization is to compute start + step * indices directly instead of materializing the full array via _values.,5.0,"The problem statement directly shows RangeIndex.take() as the target. The experiment code explicitly calls range_index.take(indices), making it trivial to identify the relevant code path.",2.0,"Adding a take() override to RangeIndex is mostly isolated. It could affect downstream behavior if the return type changes, but the base class already documents that RangeIndex.take returns a regular Index. Minor coupling with the base class contract.",4.0,This is the pandas project which requires Cython compilation and meson build system. The venv appears partially broken (pandas._libs.pandas_parser not found). Getting a working development build requires non-trivial setup steps.,2.0,The fix itself is pure Python/numpy - computing start + step * indices. No Cython or C code changes needed. Standard numpy operations suffice for the optimization.,3.0,"The test script is provided with clear setup/experiment/check functions. However, the environment has import issues (pandas not properly built), and the timeit usage expects a modified version returning (time, result) tuple. Standard pytest tests exist for RangeIndex but require a working build.",4.0,"Pandas has many dependencies including Cython, numpy, meson build system, and numerous optional dependencies. The build process involves compiling C extensions, and the venv shows version-specific requirements.",4.0,"Pandas is a large project with 7377 files total and 1374 Python files. The core indexes module alone has substantial code. However, the relevant files (range.py, base.py) are well-identified."
pandas-dev__pandas-84aca21,2,4,4,4,3,3,0,3,5,3,2,3,5,1,3,4,3,4,3,3,2026-03-07T23:25:12.185622,claude-opus-4-6,anthropic,pandas-dev__pandas-84aca21,,4.0,The optimization likely targets the _fill method in groupby.py and possibly the group_fillna_indexer Cython function in groupby.pyx. These are 1-2 closely related files with a focused entry point.,5.0,"The problem statement directly uses groupby().ffill() and groupby().bfill(), which clearly map to the _fill method in pandas/core/groupby/groupby.py and the group_fillna_indexer Cython function.",2.0,"The _fill method and group_fillna_indexer are used specifically by ffill/bfill groupby operations. Changes would mainly affect the groupby module, with minor coupling to algorithms.take_nd and the Cython layer.",4.0,"This is a pandas project requiring Cython compilation with meson build system. The pre-built venv exists but pandas needs to be compiled from source to test changes. The build timed out in the allotted time, indicating a non-trivial build process.",4.0,"The solution involves both Python and Cython code. The core fill logic is in a Cython .pyx file with typed memoryviews, nogil blocks, and C-level optimizations. Modifying Cython code requires understanding of Cython types, and changes need recompilation.",3.0,"The task provides a comprehensive benchmark script with setup, experiment, and equivalence checking. However, it's a custom performance test rather than a standard test framework, and there's no pre-existing unit test suite specifically for this optimization.",4.0,"pandas has many dependencies including numpy, Cython, meson build system, pytz, dateutil, and C extensions. The build system uses meson-python which is specialized and version-sensitive.",4.0,"pandas is a large project with ~1400 Python files and ~2000 total files under the pandas directory, plus 41 Cython files and compiled C extensions. The groupby module alone is 6000+ lines."
pandas-dev__pandas-d377cc9,1,4,4,4,3,3,0,3,5,3,3,2,5,1,3,2,1,1,4,4,2026-03-07T23:25:05.789102,claude-opus-4-6,anthropic,pandas-dev__pandas-d377cc9,,4.0,"The optimization is primarily focused on SeriesGroupBy.nunique() in generic.py. DataFrameGroupBy.nunique() delegates to it. The solution likely involves optimizing the core nunique algorithm, possibly adding a Cython implementation in groupby.pyx, but the change is concentrated in 1-2 files.",5.0,"The problem statement explicitly calls df.groupby('A').nunique(), and the code path is clear: DataFrameGroupBy.nunique() -> SeriesGroupBy.nunique() in pandas/core/groupby/generic.py. Very easy to find.",2.0,"The nunique method is a leaf-level aggregation function. Changes to optimize it (either in-place Python optimization or adding a Cython fast path) would have minimal downstream effects, though a new Cython function might need to be added to groupby.pyx.",4.0,"This is pandas with a Cython/meson build system. numpy is not installed in the current environment, and building pandas from source requires Cython compilation. The .venv exists but the main development copy needs proper setup.",3.0,"The current implementation is in Python/NumPy, but optimal solutions may require writing Cython code (in .pyx files) which involves typed memoryviews, C-level loops, and understanding the pandas Cython build infrastructure.",3.0,"The task provides a self-contained benchmark script with setup, experiment, store/load/check functions. pandas has comprehensive test suites for groupby operations, but running them requires environment setup. The benchmark itself is straightforward.",4.0,"pandas has many dependencies including numpy, Cython, meson build system, python-dateutil, pytz, and many optional dependencies. The build process involves compiling C extensions from Cython source files.",4.0,"Over 7300 files total, ~1400 Python files in pandas alone, plus 53 Cython/C files. This is a large, well-established project with complex module structure, though the optimization target is well-localized."
numpy__numpy-11a7e2d,3,4,5,4,4,3,0,4,5,4,2,3,5,1,3,3,4,3,4,4,2026-03-07T23:24:51.926329,claude-opus-4-6,anthropic,numpy__numpy-11a7e2d,,3.0,"The solution likely spans 2-3 files: generate_umath.py (to add indexed= parameter to minimum), and loops.c.src or loops_minmax files (to implement the indexed loop functions for minimum). Similar pattern exists for add/subtract/multiply.",4.0,"The problem statement clearly points to np.minimum.at() as the bottleneck. Looking at other ufuncs that have indexed loops (add, subtract, multiply) shows the pattern to follow.",2.0,Adding indexed loops for minimum.at is a well-contained optimization. It follows an existing pattern used by other ufuncs. Changes only affect the minimum ufunc's .at() path with no downstream effects on other functionality.,4.0,"This is NumPy, which requires C compilation with setup.py. The build directory already exists but any changes to C source files require recompilation, which involves Cython, C compiler toolchain, and the NumPy build system.",4.0,"The solution requires writing C code (indexed loop implementations in loops.c.src templates) and modifying Python code generators (generate_umath.py). Understanding NumPy's ufunc internals, template-based C code generation, and the indexed loop mechanism is non-trivial.",3.0,"The task provides a benchmark script with setup(), experiment(), and check_equivalence() functions. NumPy also has its own test suite for ufunc.at operations. However, running the performance test requires a full rebuild after code changes.",4.0,"NumPy has complex build dependencies including Cython, C compiler, BLAS/LAPACK libraries, and its own build infrastructure. The build_requirements.txt and pyproject.toml show specialized version-sensitive dependencies.",4.0,NumPy has ~4837 files with complex C/Python hybrid codebase. The core ufunc_object.c file alone is 7100+ lines. The code generation system (generate_umath.py) and template-based .c.src files add additional complexity.
uploadcare__pillow-simd-b4045cf,3,4,5,4,4,4,0,3,5,3,2,2,5,1,3,3,4,2,5,4,2026-03-07T23:25:17.953661,claude-opus-4-6,anthropic,uploadcare__pillow-simd-b4045cf,,4.0,The optimization target is clearly the resize/resample operation. The core logic is in Resample.c with possibly minor changes in the Python Image.py wrapper. Solution likely concentrated in 1-2 files.,5.0,The problem statement explicitly calls img.resize() with Image.LANCZOS. The performance benchmark is very clear about what operation needs optimization.,2.0,"Resample.c is a relatively self-contained module. Changes to the resampling algorithm would mainly affect the resize operation, with minimal downstream effects. May need to update build configuration if adding SIMD files.",3.0,"This is a C extension project (Pillow-SIMD) requiring compilation with setup.py. The build system has dependencies on image libraries (libjpeg, zlib, etc.) but it's already configured and builds successfully with pip install -e.",4.0,The core optimization target is C code (Resample.c) that needs SIMD optimization. The project already uses SIMD for filters. Understanding SSE/AVX intrinsics and the resampling algorithm at the C level is required.,3.0,"There are existing test files (test_image_resample.py, test_image_resize.py) and the provided benchmark script has equivalence checking. However, the performance test requires downloading an external image and has a custom timeit setup.",4.0,"Pillow-SIMD has numerous C library dependencies (libjpeg, zlib, libtiff, etc.), requires a C compiler with SIMD support, and has specific build configurations. The project has system-level dependencies.",4.0,"The project has 3214 files, includes extensive C source code in libImaging, a full Python PIL package, comprehensive test suite, build infrastructure, and documentation. It's a large, mature project."
