solution_hint,problem_clarity,domain_knowledge_required,logical_reasoning_required,atypicality,verification_difficulty,standard_pattern_available,error_specificity,reproduction_clarity,expected_behavior_clarity,debugging_complexity,codebase_scope,information_completeness,similar_issue_likelihood,side_effect_risk,test_comprehensiveness,test_assertion_complexity,test_edge_case_coverage,solution_complexity,integration_complexity,_task_id,_extracted_at,_model,_provider,entry_point_clarity,fix_localization,change_blast_radius,instance_id
1,5,3,2,2,2,1,4,5,5,2,1,5,1,2,4,2,3,2,3,pytest-dev__pytest-7571,2026-03-06T22:06:28.431878,gpt-5.4-2026-03-05,openai,4,5,2,pytest-dev__pytest-7571
2,5,4,4,4,3,0,5,5,4,4,2,5,1,3,4,2,4,3,3,astropy__astropy-14369,2026-03-06T22:05:02.652945,gpt-5.4-2026-03-05,openai,4,5,2,astropy__astropy-14369
3,5,3,2,2,2,1,4,3,4,2,1,4,1,2,3,3,3,1,2,sphinx-doc__sphinx-8475,2026-03-06T22:06:50.104326,gpt-5.4-2026-03-05,openai,5,5,1,sphinx-doc__sphinx-8475
3,5,3,2,2,2,1,5,5,5,1,1,5,1,2,3,2,2,1,2,django__django-15731,2026-03-06T22:05:52.774454,gpt-5.4-2026-03-05,openai,5,5,2,django__django-15731
3,5,2,2,2,1,1,5,5,4,1,1,5,1,2,2,3,2,1,2,pytest-dev__pytest-5809,2026-03-06T22:06:25.248692,gpt-5.4-2026-03-05,openai,5,5,1,pytest-dev__pytest-5809
2,4,3,3,2,2,1,5,5,4,2,2,5,1,2,4,2,4,2,3,django__django-12774,2026-03-06T22:05:16.774791,gpt-5.4-2026-03-05,openai,5,5,2,django__django-12774
2,5,3,2,2,2,1,5,5,4,2,1,5,1,2,2,1,2,1,2,scikit-learn__scikit-learn-13328,2026-03-06T22:06:37.149595,gpt-5.4-2026-03-05,openai,5,5,2,scikit-learn__scikit-learn-13328
2,4,2,2,1,1,1,5,5,4,2,1,5,1,1,2,1,2,1,2,sympy__sympy-19637,2026-03-06T22:07:06.920692,gpt-5.4-2026-03-05,openai,5,5,1,sympy__sympy-19637
3,5,3,2,2,2,1,4,3,5,2,2,5,1,2,4,2,3,2,3,django__django-14376,2026-03-06T22:05:40.163900,gpt-5.4-2026-03-05,openai,5,5,2,django__django-14376
3,5,3,2,2,2,1,5,5,4,2,2,5,1,2,3,2,2,2,3,scikit-learn__scikit-learn-14496,2026-03-06T22:06:38.041884,gpt-5.4-2026-03-05,openai,5,4,2,scikit-learn__scikit-learn-14496
2,4,3,2,2,2,1,4,3,5,2,2,4,1,2,4,2,4,2,2,django__django-12308,2026-03-06T22:05:15.722652,gpt-5.4-2026-03-05,openai,5,5,2,django__django-12308
3,5,4,3,3,2,1,4,5,4,2,1,5,1,3,3,2,3,2,3,sympy__sympy-24562,2026-03-06T22:07:08.728984,gpt-5.4-2026-03-05,openai,4,5,2,sympy__sympy-24562
1,4,4,3,4,2,0,4,5,5,3,2,5,1,2,4,2,3,1,3,astropy__astropy-12907,2026-03-06T22:04:59.602910,gpt-5.4-2026-03-05,openai,5,4,2,astropy__astropy-12907
3,4,3,3,2,2,1,4,5,4,2,1,4,1,2,4,2,4,2,3,pydata__xarray-4356,2026-03-06T22:06:23.132280,gpt-5.4-2026-03-05,openai,5,5,2,pydata__xarray-4356
1,4,4,3,3,2,1,5,4,5,3,2,5,1,2,3,2,3,2,3,django__django-11820,2026-03-06T22:05:14.040131,gpt-5.4-2026-03-05,openai,4,5,2,django__django-11820
3,5,2,2,2,2,1,4,5,5,2,1,5,1,2,2,1,2,1,2,django__django-15863,2026-03-06T22:05:54.103975,gpt-5.4-2026-03-05,openai,5,5,2,django__django-15863
2,4,3,2,3,2,1,4,5,4,2,1,5,1,3,3,4,2,2,2,django__django-14771,2026-03-06T22:05:41.729439,gpt-5.4-2026-03-05,openai,4,5,2,django__django-14771
3,5,4,2,3,3,1,5,4,5,2,2,5,1,2,4,3,3,1,3,django__django-11066,2026-03-06T22:05:01.671591,gpt-5.4-2026-03-05,openai,5,5,1,django__django-11066
3,5,3,2,2,2,1,5,5,5,2,2,5,1,2,3,2,3,2,3,pydata__xarray-3305,2026-03-06T22:06:22.443901,gpt-5.4-2026-03-05,openai,5,3,2,pydata__xarray-3305
3,5,3,2,3,2,1,4,5,4,2,2,5,1,3,3,3,2,1,3,matplotlib__matplotlib-23412,2026-03-06T22:06:08.161041,gpt-5.4-2026-03-05,openai,5,5,2,matplotlib__matplotlib-23412
1,5,4,3,3,2,1,5,5,4,3,2,5,1,2,4,2,3,2,3,scikit-learn__scikit-learn-14087,2026-03-06T22:06:38.084801,gpt-5.4-2026-03-05,openai,5,5,2,scikit-learn__scikit-learn-14087
1,4,4,3,4,2,1,5,5,4,3,2,5,1,2,2,2,3,2,3,django__django-15930,2026-03-06T22:05:53.273094,gpt-5.4-2026-03-05,openai,4,4,2,django__django-15930
3,5,4,2,2,2,1,4,5,5,2,1,5,1,3,3,2,2,1,3,django__django-12125,2026-03-06T22:05:15.723134,gpt-5.4-2026-03-05,openai,4,5,2,django__django-12125
3,5,2,2,2,2,1,5,5,5,2,1,5,1,2,4,1,4,2,2,scikit-learn__scikit-learn-15100,2026-03-06T22:06:38.457191,gpt-5.4-2026-03-05,openai,5,5,1,scikit-learn__scikit-learn-15100
1,5,4,3,3,2,1,4,5,5,3,2,5,1,3,2,1,2,3,2,sphinx-doc__sphinx-8265,2026-03-06T22:06:49.291774,gpt-5.4-2026-03-05,openai,4,5,2,sphinx-doc__sphinx-8265
3,5,3,2,2,2,1,5,5,4,2,2,5,1,3,2,4,2,3,4,django__django-11532,2026-03-06T22:05:13.514372,gpt-5.4-2026-03-05,openai,5,5,2,django__django-11532
3,4,4,3,2,2,1,4,4,5,2,2,5,1,3,4,2,4,1,3,django__django-11477,2026-03-06T22:05:13.151895,gpt-5.4-2026-03-05,openai,4,5,2,django__django-11477
3,5,2,1,1,1,1,3,4,5,1,1,4,1,2,2,2,1,1,2,django__django-9296,2026-03-06T22:06:06.589526,gpt-5.4-2026-03-05,openai,5,5,2,django__django-9296
1,5,4,3,3,2,1,4,5,4,3,2,5,1,2,2,2,2,1,3,sphinx-doc__sphinx-8459,2026-03-06T22:06:50.625985,gpt-5.4-2026-03-05,openai,4,5,2,sphinx-doc__sphinx-8459
2,5,2,2,2,1,1,5,5,4,2,1,5,1,2,2,1,2,1,2,sympy__sympy-14711,2026-03-06T22:06:56.212189,gpt-5.4-2026-03-05,openai,5,5,2,sympy__sympy-14711
3,4,4,3,3,2,1,4,5,5,2,2,5,1,3,2,2,2,2,3,sympy__sympy-18698,2026-03-06T22:07:04.936716,gpt-5.4-2026-03-05,openai,3,4,3,sympy__sympy-18698
2,4,4,3,2,3,1,4,3,5,2,3,4,1,3,4,3,4,3,4,django__django-16560,2026-03-06T22:05:56.331360,gpt-5.4-2026-03-05,openai,5,4,2,django__django-16560
2,5,4,2,2,2,1,4,5,5,2,1,5,1,2,3,2,2,2,3,scikit-learn__scikit-learn-26323,2026-03-06T22:06:39.613845,gpt-5.4-2026-03-05,openai,5,5,2,scikit-learn__scikit-learn-26323
3,5,2,2,1,1,1,4,5,5,1,1,5,1,2,4,2,3,1,2,django__django-11163,2026-03-06T22:05:02.875095,gpt-5.4-2026-03-05,openai,5,5,2,django__django-11163
3,5,4,3,3,2,1,5,5,4,2,2,5,1,2,3,1,2,2,3,scikit-learn__scikit-learn-14710,2026-03-06T22:06:39.514298,gpt-5.4-2026-03-05,openai,5,5,2,scikit-learn__scikit-learn-14710
2,5,2,2,2,1,1,4,5,5,2,1,5,1,2,3,2,3,1,2,django__django-13670,2026-03-06T22:05:28.718701,gpt-5.4-2026-03-05,openai,5,5,1,django__django-13670
3,5,4,2,2,2,1,5,5,5,2,2,5,1,3,4,3,3,1,3,django__django-13109,2026-03-06T22:05:18.989868,gpt-5.4-2026-03-05,openai,5,5,2,django__django-13109
3,5,4,2,3,2,1,5,5,5,2,2,5,1,2,4,3,3,1,2,astropy__astropy-14539,2026-03-06T22:04:59.850709,gpt-5.4-2026-03-05,openai,5,5,2,astropy__astropy-14539
1,4,4,3,4,2,0,4,5,5,4,2,5,1,3,3,2,2,2,3,sphinx-doc__sphinx-9658,2026-03-06T22:06:52.229924,gpt-5.4-2026-03-05,openai,4,5,2,sphinx-doc__sphinx-9658
2,4,3,2,2,2,1,4,3,5,2,2,4,1,2,4,3,2,2,3,django__django-15161,2026-03-06T22:05:42.525982,gpt-5.4-2026-03-05,openai,5,4,2,django__django-15161
2,5,3,2,2,2,1,4,5,5,2,1,5,1,2,2,2,2,1,2,sympy__sympy-13647,2026-03-06T22:06:54.295017,gpt-5.4-2026-03-05,openai,5,5,2,sympy__sympy-13647
2,5,3,2,2,2,1,5,5,5,2,1,5,1,3,3,2,2,1,2,django__django-11964,2026-03-06T22:05:15.959764,gpt-5.4-2026-03-05,openai,4,5,2,django__django-11964
2,5,4,3,4,2,0,5,5,4,2,1,5,1,3,3,2,3,2,3,django__django-11749,2026-03-06T22:05:14.016141,gpt-5.4-2026-03-05,openai,5,5,2,django__django-11749
1,5,4,3,3,2,1,5,5,5,3,2,5,1,2,3,2,2,2,3,pydata__xarray-3095,2026-03-06T22:06:16.744536,gpt-5.4-2026-03-05,openai,4,4,2,pydata__xarray-3095
2,5,4,3,4,2,0,4,5,5,3,2,5,1,3,3,3,2,2,3,sphinx-doc__sphinx-8120,2026-03-06T22:06:48.776177,gpt-5.4-2026-03-05,openai,4,5,2,sphinx-doc__sphinx-8120
2,5,3,2,2,2,1,5,5,4,2,1,5,1,2,3,2,2,1,2,scikit-learn__scikit-learn-14053,2026-03-06T22:06:38.222495,gpt-5.4-2026-03-05,openai,5,5,1,scikit-learn__scikit-learn-14053
2,5,3,2,2,2,1,5,5,4,2,1,5,1,2,3,2,3,1,2,scikit-learn__scikit-learn-13779,2026-03-06T22:06:37.750944,gpt-5.4-2026-03-05,openai,5,5,1,scikit-learn__scikit-learn-13779
3,5,3,2,2,2,1,5,5,4,1,1,5,1,2,2,2,2,1,2,psf__requests-1724,2026-03-06T22:06:10.786129,gpt-5.4-2026-03-05,openai,5,5,2,psf__requests-1724
3,4,4,4,4,3,0,5,5,4,4,2,5,0,3,4,2,4,2,4,django__django-12325,2026-03-06T22:05:17.308475,gpt-5.4-2026-03-05,openai,4,4,3,django__django-12325
2,5,1,1,1,1,1,4,3,5,1,1,4,1,1,2,1,1,1,2,scikit-learn__scikit-learn-14141,2026-03-06T22:06:37.425719,gpt-5.4-2026-03-05,openai,5,5,1,scikit-learn__scikit-learn-14141
3,5,3,2,2,2,1,4,5,5,2,1,5,1,3,3,3,2,1,2,matplotlib__matplotlib-26113,2026-03-06T22:06:10.798566,gpt-5.4-2026-03-05,openai,5,5,2,matplotlib__matplotlib-26113
2,4,4,3,4,2,0,4,2,4,2,2,3,1,2,3,2,2,2,3,django__django-14434,2026-03-06T22:05:40.649300,gpt-5.4-2026-03-05,openai,4,4,2,django__django-14434
2,5,2,2,2,2,1,5,5,5,2,1,5,1,2,2,4,2,1,2,sphinx-doc__sphinx-9320,2026-03-06T22:06:51.390731,gpt-5.4-2026-03-05,openai,5,5,1,sphinx-doc__sphinx-9320
1,5,4,3,3,2,1,5,5,4,3,2,5,1,2,3,2,3,2,3,pylint-dev__pylint-4604,2026-03-06T22:06:23.258703,gpt-5.4-2026-03-05,openai,4,5,2,pylint-dev__pylint-4604
3,5,3,2,2,2,1,4,4,5,1,1,4,1,2,3,2,2,2,3,django__django-12276,2026-03-06T22:05:16.269747,gpt-5.4-2026-03-05,openai,5,5,2,django__django-12276
3,5,2,2,2,2,1,3,2,4,2,2,4,1,3,4,4,4,2,3,django__django-10973,2026-03-06T22:05:02.331853,gpt-5.4-2026-03-05,openai,5,5,2,django__django-10973
3,5,1,1,1,1,1,4,4,5,1,1,4,1,1,2,1,2,1,1,sympy__sympy-16886,2026-03-06T22:07:03.857384,gpt-5.4-2026-03-05,openai,5,5,1,sympy__sympy-16886
1,5,4,3,3,2,0,4,5,4,3,2,4,1,2,4,2,4,2,3,matplotlib__matplotlib-22865,2026-03-06T22:06:08.158990,gpt-5.4-2026-03-05,openai,5,5,2,matplotlib__matplotlib-22865
1,4,4,3,3,2,1,4,5,4,3,1,5,1,2,2,3,1,1,2,sphinx-doc__sphinx-8638,2026-03-06T22:06:50.827014,gpt-5.4-2026-03-05,openai,3,4,3,sphinx-doc__sphinx-8638
3,5,3,2,2,2,1,5,5,5,2,1,5,1,2,3,3,2,2,3,pytest-dev__pytest-10051,2026-03-06T22:06:24.947358,gpt-5.4-2026-03-05,openai,5,5,2,pytest-dev__pytest-10051
2,5,4,3,3,2,1,5,5,4,2,2,5,1,3,2,2,2,2,3,scikit-learn__scikit-learn-13124,2026-03-06T22:06:36.145410,gpt-5.4-2026-03-05,openai,4,5,2,scikit-learn__scikit-learn-13124
3,5,3,2,2,2,1,5,5,5,2,1,5,1,1,4,2,4,1,2,django__django-16429,2026-03-06T22:05:55.213356,gpt-5.4-2026-03-05,openai,5,5,1,django__django-16429
3,5,4,4,3,4,1,5,5,5,3,3,5,1,3,3,3,3,4,4,django__django-11138,2026-03-06T22:05:02.617658,gpt-5.4-2026-03-05,openai,5,4,3,django__django-11138
3,5,2,2,2,2,1,5,4,5,1,1,5,1,2,3,2,3,2,2,django__django-13410,2026-03-06T22:05:27.411095,gpt-5.4-2026-03-05,openai,5,5,1,django__django-13410
3,5,3,2,2,2,1,4,5,5,1,1,5,1,2,4,2,4,1,2,django__django-16612,2026-03-06T22:05:56.378236,gpt-5.4-2026-03-05,openai,5,5,2,django__django-16612
2,4,4,3,4,2,0,5,5,5,3,2,5,1,3,2,2,2,1,3,sympy__sympy-20428,2026-03-06T22:07:05.186073,gpt-5.4-2026-03-05,openai,4,4,2,sympy__sympy-20428
3,5,3,2,2,2,1,4,4,5,1,2,5,1,2,4,3,3,1,3,django__django-14855,2026-03-06T22:05:42.238821,gpt-5.4-2026-03-05,openai,5,5,2,django__django-14855
2,4,4,3,3,2,0,4,4,4,3,2,5,1,2,3,4,3,2,3,django__django-15252,2026-03-06T22:05:42.994554,gpt-5.4-2026-03-05,openai,5,4,2,django__django-15252
1,4,4,3,4,2,0,4,5,4,4,2,4,1,3,2,2,2,2,4,django__django-11211,2026-03-06T22:05:03.141995,gpt-5.4-2026-03-05,openai,4,5,2,django__django-11211
3,5,2,2,2,1,1,5,5,4,2,1,5,1,2,2,1,2,1,2,astropy__astropy-14309,2026-03-06T22:04:59.821405,gpt-5.4-2026-03-05,openai,5,5,2,astropy__astropy-14309
3,4,4,4,4,3,0,5,4,4,4,2,5,0,2,3,3,3,2,4,django__django-13810,2026-03-06T22:05:29.890361,gpt-5.4-2026-03-05,openai,5,5,2,django__django-13810
2,5,3,3,2,2,1,4,5,5,3,2,5,1,3,3,2,2,3,4,sympy__sympy-14531,2026-03-06T22:06:55.344304,gpt-5.4-2026-03-05,openai,4,4,2,sympy__sympy-14531
3,5,4,3,4,2,0,5,5,5,2,1,5,1,2,4,2,3,1,3,django__django-13406,2026-03-06T22:05:27.887317,gpt-5.4-2026-03-05,openai,4,4,2,django__django-13406
2,5,4,3,3,2,1,4,5,4,3,3,5,1,3,4,2,3,3,4,sympy__sympy-14248,2026-03-06T22:06:55.172731,gpt-5.4-2026-03-05,openai,4,3,3,sympy__sympy-14248
3,5,4,3,3,2,1,5,5,4,2,2,5,1,3,4,3,4,2,3,django__django-14140,2026-03-06T22:05:30.929873,gpt-5.4-2026-03-05,openai,5,5,2,django__django-14140
3,5,4,3,3,2,1,4,5,5,2,2,5,1,3,3,2,2,3,3,sympy__sympy-13974,2026-03-06T22:06:54.818870,gpt-5.4-2026-03-05,openai,4,5,2,sympy__sympy-13974
2,5,2,2,2,2,1,5,5,5,2,1,5,1,2,2,2,2,2,2,sphinx-doc__sphinx-9711,2026-03-06T22:06:52.555211,gpt-5.4-2026-03-05,openai,5,5,2,sphinx-doc__sphinx-9711
1,4,4,4,4,3,0,4,5,4,3,2,5,1,3,3,2,3,2,3,sympy__sympy-19495,2026-03-06T22:07:05.058624,gpt-5.4-2026-03-05,openai,4,5,2,sympy__sympy-19495
3,5,4,2,2,2,1,4,4,5,2,1,5,1,2,2,2,2,1,2,django__django-11179,2026-03-06T22:05:02.912925,gpt-5.4-2026-03-05,openai,5,5,2,django__django-11179
3,5,3,2,2,2,1,5,4,4,2,1,5,1,2,2,2,2,2,2,sphinx-doc__sphinx-10466,2026-03-06T22:06:40.940505,gpt-5.4-2026-03-05,openai,5,5,2,sphinx-doc__sphinx-10466
3,5,4,2,2,2,1,4,5,5,2,2,5,1,2,3,2,2,1,2,django__django-16595,2026-03-06T22:05:55.997896,gpt-5.4-2026-03-05,openai,5,5,1,django__django-16595
3,4,4,2,3,2,1,5,5,5,2,1,5,1,2,2,1,2,2,3,sympy__sympy-13372,2026-03-06T22:06:53.127827,gpt-5.4-2026-03-05,openai,5,5,2,sympy__sympy-13372
2,5,4,3,3,2,1,5,5,4,3,2,5,1,2,3,2,2,2,3,pydata__xarray-6599,2026-03-06T22:06:22.205092,gpt-5.4-2026-03-05,openai,4,5,2,pydata__xarray-6599
2,4,4,4,3,3,1,4,5,5,3,2,5,1,3,4,3,3,2,3,django__django-15268,2026-03-06T22:05:42.687930,gpt-5.4-2026-03-05,openai,4,4,2,django__django-15268
1,5,4,3,3,2,1,4,5,4,3,2,5,1,3,4,2,3,3,4,sphinx-doc__sphinx-8593,2026-03-06T22:06:50.454259,gpt-5.4-2026-03-05,openai,4,4,2,sphinx-doc__sphinx-8593
3,5,2,2,2,2,1,4,5,5,2,2,5,1,2,4,2,4,1,2,sympy__sympy-20916,2026-03-06T22:07:06.192968,gpt-5.4-2026-03-05,openai,4,4,2,sympy__sympy-20916
3,5,3,2,3,2,1,5,5,5,2,2,5,1,3,2,1,2,2,3,sympy__sympy-21612,2026-03-06T22:07:06.054575,gpt-5.4-2026-03-05,openai,5,5,2,sympy__sympy-21612
2,5,3,2,2,2,1,4,3,5,2,1,4,1,2,3,2,3,1,2,django__django-11790,2026-03-06T22:05:15.583312,gpt-5.4-2026-03-05,openai,4,5,2,django__django-11790
3,5,3,2,2,2,1,5,5,4,2,1,5,1,2,4,2,3,1,2,pytest-dev__pytest-7205,2026-03-06T22:06:26.544687,gpt-5.4-2026-03-05,openai,5,5,1,pytest-dev__pytest-7205
3,5,4,3,3,2,1,5,5,4,2,2,5,1,3,2,2,2,2,3,matplotlib__matplotlib-24026,2026-03-06T22:06:10.786721,gpt-5.4-2026-03-05,openai,5,5,2,matplotlib__matplotlib-24026
2,4,4,3,3,2,1,4,5,5,2,1,5,1,3,2,1,2,1,3,sympy__sympy-15875,2026-03-06T22:07:03.509143,gpt-5.4-2026-03-05,openai,4,5,2,sympy__sympy-15875
2,5,4,4,4,3,0,5,5,5,2,2,5,1,3,3,2,3,2,3,django__django-16901,2026-03-06T22:05:57.944041,gpt-5.4-2026-03-05,openai,4,5,2,django__django-16901
3,5,2,3,3,2,1,5,5,5,2,1,5,1,2,4,2,4,2,2,django__django-11728,2026-03-06T22:05:13.352974,gpt-5.4-2026-03-05,openai,4,5,2,django__django-11728
