instance_id,solution_hint,problem_clarity,domain_knowledge_required,logical_reasoning_required,atypicality,verification_difficulty,standard_pattern_available,error_specificity,reproduction_clarity,expected_behavior_clarity,debugging_complexity,codebase_scope,information_completeness,similar_issue_likelihood,side_effect_risk,test_comprehensiveness,test_assertion_complexity,test_edge_case_coverage,solution_complexity,integration_complexity,_extracted_at,_model,_provider,_task_id,entry_point_clarity,change_blast_radius,fix_localization
django__django-12774,1,5,4,3,2,2,0,5,5,4,2,1,5,1,2,4,3,4,2,2,2026-03-07T02:09:37.973399,claude-sonnet-4-6,anthropic,django__django-12774,5,2,5
scikit-learn__scikit-learn-13328,2,5,3,2,1,1,1,5,5,5,2,1,5,1,2,1,1,1,1,2,2026-03-07T02:12:35.879509,claude-sonnet-4-6,anthropic,scikit-learn__scikit-learn-13328,5,2,5
sympy__sympy-19637,1,4,3,3,2,2,1,5,5,4,2,1,4,1,1,2,1,2,2,2,2026-03-07T02:13:10.509074,claude-sonnet-4-6,anthropic,sympy__sympy-19637,5,1,5
django__django-14376,3,5,2,2,1,2,1,4,3,5,1,2,5,1,2,4,2,3,2,2,2026-03-07T02:09:54.402512,claude-sonnet-4-6,anthropic,django__django-14376,5,2,5
scikit-learn__scikit-learn-14496,3,5,2,2,1,2,1,5,5,5,1,2,5,1,1,2,2,2,1,2,2026-03-07T02:10:52.044846,claude-sonnet-4-6,anthropic,scikit-learn__scikit-learn-14496,5,2,4
django__django-12308,3,5,3,2,2,2,1,4,3,4,2,2,4,1,2,4,2,4,2,2,2026-03-07T02:09:35.778852,claude-sonnet-4-6,anthropic,django__django-12308,5,2,5
sympy__sympy-24562,3,5,3,3,2,2,0,4,5,5,3,1,5,1,2,4,2,3,3,3,2026-03-07T02:11:27.178826,claude-sonnet-4-6,anthropic,sympy__sympy-24562,4,2,5
astropy__astropy-12907,0,4,4,4,3,2,0,4,5,5,4,2,5,1,2,4,2,3,1,3,2026-03-07T02:05:36.161899,claude-sonnet-4-6,anthropic,astropy__astropy-12907,5,2,4
pydata__xarray-4356,3,5,3,2,2,2,1,5,5,4,2,1,5,1,2,4,2,3,2,3,2026-03-07T02:10:34.263352,claude-sonnet-4-6,anthropic,pydata__xarray-4356,5,2,5
django__django-11820,1,4,4,3,2,2,0,5,4,4,3,1,4,1,1,3,2,3,2,2,2026-03-07T02:09:32.085005,claude-sonnet-4-6,anthropic,django__django-11820,4,2,5
django__django-15863,2,5,3,2,2,2,1,5,5,5,2,1,5,1,2,2,1,2,1,2,2026-03-07T02:10:07.350864,claude-sonnet-4-6,anthropic,django__django-15863,5,2,5
django__django-14771,2,4,3,2,2,2,1,3,4,4,2,1,4,1,2,3,3,2,2,2,2026-03-07T02:09:58.456737,claude-sonnet-4-6,anthropic,django__django-14771,4,2,5
django__django-11066,3,5,3,2,2,3,1,5,3,5,2,1,5,1,1,3,3,2,1,3,2026-03-07T02:05:37.460715,claude-sonnet-4-6,anthropic,django__django-11066,5,1,5
pydata__xarray-3305,3,5,3,2,1,1,1,4,5,5,2,2,5,1,2,3,2,2,2,3,2026-03-07T02:10:33.029548,claude-sonnet-4-6,anthropic,pydata__xarray-3305,5,2,3
matplotlib__matplotlib-23412,3,5,3,2,2,3,0,4,5,5,2,1,5,1,3,3,3,2,1,2,2026-03-07T02:10:22.418833,claude-sonnet-4-6,anthropic,matplotlib__matplotlib-23412,5,2,5
scikit-learn__scikit-learn-14087,0,4,4,3,2,2,0,5,5,4,3,1,5,1,1,4,2,3,2,3,2026-03-07T02:12:38.089321,claude-sonnet-4-6,anthropic,scikit-learn__scikit-learn-14087,5,2,5
django__django-15930,1,4,4,3,3,2,0,5,5,4,3,2,5,1,2,2,2,2,2,3,2026-03-07T02:10:09.653724,claude-sonnet-4-6,anthropic,django__django-15930,4,2,4
django__django-12125,3,5,3,2,2,2,1,4,5,5,2,1,5,1,2,3,2,2,1,2,2026-03-07T02:09:33.660394,claude-sonnet-4-6,anthropic,django__django-12125,4,2,5
scikit-learn__scikit-learn-15100,3,5,3,2,2,2,1,5,5,5,2,1,5,1,1,4,2,4,2,2,2026-03-07T02:10:51.793472,claude-sonnet-4-6,anthropic,scikit-learn__scikit-learn-15100,5,1,5
sphinx-doc__sphinx-8265,1,4,4,3,3,2,0,4,4,5,4,2,4,1,3,2,1,2,3,3,2026-03-07T02:10:59.531661,claude-sonnet-4-6,anthropic,sphinx-doc__sphinx-8265,4,2,5
django__django-11532,3,5,3,2,2,2,1,5,5,4,2,3,5,1,2,2,3,2,3,3,2026-03-07T02:09:28.568305,claude-sonnet-4-6,anthropic,django__django-11532,5,2,5
django__django-11477,2,3,4,3,2,2,1,3,2,3,3,2,3,1,3,4,2,3,1,3,2026-03-07T02:09:27.594006,claude-sonnet-4-6,anthropic,django__django-11477,4,2,5
django__django-9296,3,5,2,1,1,1,1,3,3,5,1,1,4,1,1,2,2,1,1,1,2026-03-07T02:10:18.732770,claude-sonnet-4-6,anthropic,django__django-9296,5,2,5
sphinx-doc__sphinx-8459,0,5,4,3,3,2,0,4,5,5,3,2,5,1,2,2,3,1,1,3,2026-03-07T02:11:02.852360,claude-sonnet-4-6,anthropic,sphinx-doc__sphinx-8459,4,2,5
sympy__sympy-14711,2,5,2,2,1,1,1,5,5,4,2,1,5,1,1,1,1,1,1,1,2026-03-07T02:13:04.937299,claude-sonnet-4-6,anthropic,sympy__sympy-14711,5,2,5
sympy__sympy-18698,2,4,4,3,3,2,0,4,5,5,3,2,5,1,3,2,2,2,3,3,2026-03-07T02:11:23.750870,claude-sonnet-4-6,anthropic,sympy__sympy-18698,3,3,4
django__django-16560,2,4,3,2,2,2,1,3,3,4,2,3,4,1,2,4,3,3,3,3,2026-03-07T02:10:14.156334,claude-sonnet-4-6,anthropic,django__django-16560,5,2,4
scikit-learn__scikit-learn-26323,1,4,3,2,2,2,1,4,5,5,2,1,5,1,1,3,2,3,1,2,2026-03-07T02:10:52.925519,claude-sonnet-4-6,anthropic,scikit-learn__scikit-learn-26323,5,2,5
django__django-11163,3,5,2,1,1,1,1,5,5,5,1,1,5,1,2,4,1,3,1,2,2026-03-07T02:05:36.710983,claude-sonnet-4-6,anthropic,django__django-11163,5,2,5
scikit-learn__scikit-learn-14710,3,5,3,2,2,2,1,5,5,4,2,1,5,1,1,3,1,2,2,3,2026-03-07T02:10:52.663153,claude-sonnet-4-6,anthropic,scikit-learn__scikit-learn-14710,5,2,5
django__django-13670,2,5,2,2,1,2,1,5,5,5,1,1,5,1,2,3,2,3,1,1,2026-03-07T02:09:47.407489,claude-sonnet-4-6,anthropic,django__django-13670,5,1,5
django__django-13109,3,5,3,2,2,2,1,4,5,5,2,1,5,1,3,4,3,3,1,3,2026-03-07T02:09:38.360841,claude-sonnet-4-6,anthropic,django__django-13109,5,2,5
astropy__astropy-14539,3,5,3,2,2,2,1,5,5,5,2,1,5,1,1,4,3,3,1,2,2026-03-07T02:05:36.770837,claude-sonnet-4-6,anthropic,astropy__astropy-14539,5,2,5
sphinx-doc__sphinx-9658,1,4,4,4,4,3,0,4,4,5,4,2,5,0,2,3,3,2,2,3,2026-03-07T02:11:05.697971,claude-sonnet-4-6,anthropic,sphinx-doc__sphinx-9658,4,2,5
django__django-15161,2,4,3,2,2,2,1,3,2,4,2,2,3,1,2,3,2,2,1,2,2026-03-07T02:10:02.819213,claude-sonnet-4-6,anthropic,django__django-15161,5,2,4
sympy__sympy-13647,3,5,3,2,2,1,1,4,5,4,2,1,5,1,2,2,2,2,1,2,2026-03-07T02:20:04.064482,claude-sonnet-4-6,anthropic,sympy__sympy-13647,5,2,5
django__django-11964,1,5,3,2,2,2,1,5,5,5,2,1,5,1,3,3,2,2,1,3,2026-03-07T02:09:33.136144,claude-sonnet-4-6,anthropic,django__django-11964,4,2,5
django__django-11749,2,5,3,3,3,2,0,5,5,4,2,1,5,1,1,3,2,3,2,3,2026-03-07T02:09:30.568177,claude-sonnet-4-6,anthropic,django__django-11749,5,2,5
pydata__xarray-3095,1,4,4,3,3,2,0,5,5,5,3,2,5,1,2,2,2,2,3,3,2026-03-07T02:10:31.029328,claude-sonnet-4-6,anthropic,pydata__xarray-3095,4,2,4
sphinx-doc__sphinx-8120,2,4,4,3,3,3,0,3,5,4,4,2,5,1,3,3,4,2,2,3,2026-03-07T02:10:58.118593,claude-sonnet-4-6,anthropic,sphinx-doc__sphinx-8120,4,2,5
scikit-learn__scikit-learn-14053,3,5,3,2,2,2,1,5,5,3,2,1,5,1,1,3,2,2,1,2,2026-03-07T02:10:48.860158,claude-sonnet-4-6,anthropic,scikit-learn__scikit-learn-14053,5,1,5
scikit-learn__scikit-learn-13779,1,5,3,2,1,1,1,5,5,4,2,1,5,1,1,4,2,3,1,2,2026-03-07T02:19:50.065347,claude-sonnet-4-6,anthropic,scikit-learn__scikit-learn-13779,5,1,5
psf__requests-1724,2,5,3,2,2,2,1,5,5,4,2,1,5,1,1,1,1,1,1,2,2026-03-07T02:10:29.316729,claude-sonnet-4-6,anthropic,psf__requests-1724,5,2,5
django__django-12325,2,4,4,4,3,3,0,4,5,3,4,2,4,0,2,4,3,3,2,3,2026-03-07T02:09:35.826252,claude-sonnet-4-6,anthropic,django__django-12325,4,3,4
scikit-learn__scikit-learn-14141,2,4,2,1,1,1,1,3,2,4,1,1,3,1,1,2,1,1,1,1,2026-03-07T02:19:50.110063,claude-sonnet-4-6,anthropic,scikit-learn__scikit-learn-14141,5,1,5
matplotlib__matplotlib-26113,3,5,3,2,1,2,1,4,5,5,2,1,5,1,3,3,2,2,1,2,2026-03-07T02:10:27.234686,claude-sonnet-4-6,anthropic,matplotlib__matplotlib-26113,5,2,5
django__django-14434,2,3,4,3,3,2,0,4,2,3,3,2,3,1,2,3,3,2,2,3,2026-03-07T02:09:55.780113,claude-sonnet-4-6,anthropic,django__django-14434,4,2,4
sphinx-doc__sphinx-9320,1,5,2,2,1,2,1,4,5,5,2,1,4,1,1,2,3,2,1,2,2026-03-07T02:19:57.221676,claude-sonnet-4-6,anthropic,sphinx-doc__sphinx-9320,5,1,5
pylint-dev__pylint-4604,1,4,4,3,3,2,0,5,5,5,3,2,5,1,2,3,2,3,2,3,2026-03-07T02:10:38.298581,claude-sonnet-4-6,anthropic,pylint-dev__pylint-4604,4,2,5
django__django-12276,3,5,3,2,2,2,1,4,5,5,1,1,5,1,2,4,2,3,1,2,2026-03-07T02:09:34.732142,claude-sonnet-4-6,anthropic,django__django-12276,5,2,5
django__django-10973,3,5,3,2,1,2,1,3,2,4,2,1,4,1,2,4,4,3,2,2,2026-03-07T02:05:36.771366,claude-sonnet-4-6,anthropic,django__django-10973,5,2,5
sympy__sympy-16886,3,5,1,1,1,1,1,5,4,5,1,1,5,1,1,3,1,2,1,1,2026-03-07T02:11:18.259005,claude-sonnet-4-6,anthropic,sympy__sympy-16886,5,1,5
matplotlib__matplotlib-22865,1,4,4,3,2,2,0,4,5,5,3,1,5,1,2,4,3,4,2,3,2026-03-07T02:10:21.165953,claude-sonnet-4-6,anthropic,matplotlib__matplotlib-22865,5,2,5
sphinx-doc__sphinx-8638,0,4,5,4,4,3,0,3,4,4,4,2,4,0,2,2,3,1,1,3,2026-03-07T02:11:02.806802,claude-sonnet-4-6,anthropic,sphinx-doc__sphinx-8638,3,3,4
pytest-dev__pytest-10051,3,5,3,2,2,2,1,5,5,5,2,1,5,1,2,4,3,3,2,3,2026-03-07T02:19:45.463417,claude-sonnet-4-6,anthropic,pytest-dev__pytest-10051,5,2,5
scikit-learn__scikit-learn-13124,2,4,3,3,2,2,1,4,5,4,2,1,5,1,3,2,2,2,1,2,2026-03-07T02:12:35.828102,claude-sonnet-4-6,anthropic,scikit-learn__scikit-learn-13124,4,2,5
django__django-16429,3,5,2,1,1,2,1,5,5,4,2,1,5,1,1,4,3,4,1,2,2026-03-07T02:10:11.757092,claude-sonnet-4-6,anthropic,django__django-16429,5,1,5
django__django-11138,2,4,4,3,3,3,0,4,4,4,3,3,5,1,3,3,3,3,3,4,2026-03-07T02:05:37.262839,claude-sonnet-4-6,anthropic,django__django-11138,5,3,4
django__django-13410,3,5,2,1,1,2,1,5,4,5,1,1,5,1,2,4,2,3,2,2,2026-03-07T02:09:43.098136,claude-sonnet-4-6,anthropic,django__django-13410,5,1,5
django__django-16612,3,5,3,2,1,2,1,5,5,5,1,1,5,1,1,4,3,3,1,2,2026-03-07T02:10:15.071840,claude-sonnet-4-6,anthropic,django__django-16612,5,2,5
sympy__sympy-20428,1,4,4,4,3,3,0,5,5,5,3,2,5,1,3,2,2,2,1,3,2026-03-07T02:11:20.399260,claude-sonnet-4-6,anthropic,sympy__sympy-20428,4,2,4
django__django-14855,3,5,3,2,2,2,1,4,3,4,2,1,4,1,2,3,3,2,1,2,2026-03-07T02:09:58.808696,claude-sonnet-4-6,anthropic,django__django-14855,5,2,5
django__django-15252,1,4,4,4,3,3,0,4,4,4,3,3,4,1,3,4,4,3,2,3,2026-03-07T02:10:01.674925,claude-sonnet-4-6,anthropic,django__django-15252,5,2,4
django__django-11211,0,4,5,4,4,3,0,3,5,3,4,2,4,1,3,2,2,2,2,3,2026-03-07T02:05:36.726741,claude-sonnet-4-6,anthropic,django__django-11211,4,2,5
astropy__astropy-14309,2,5,3,2,1,1,1,5,5,4,2,1,5,1,1,1,1,2,1,2,2026-03-07T02:05:36.991753,claude-sonnet-4-6,anthropic,astropy__astropy-14309,5,2,5
django__django-13810,2,4,4,3,3,3,0,4,4,3,3,1,4,1,1,3,3,2,2,3,2026-03-07T02:09:47.956700,claude-sonnet-4-6,anthropic,django__django-13810,5,2,5
sympy__sympy-14531,1,4,3,2,2,2,1,4,5,5,2,4,5,1,2,3,2,2,2,3,2026-03-07T02:13:05.093991,claude-sonnet-4-6,anthropic,sympy__sympy-14531,4,2,4
django__django-13406,3,5,4,3,3,2,0,5,5,4,2,1,5,1,2,4,2,3,1,3,2026-03-07T02:09:43.115779,claude-sonnet-4-6,anthropic,django__django-13406,4,2,4
sympy__sympy-14248,1,5,4,3,2,2,1,4,5,5,3,3,5,1,2,4,2,3,3,3,2026-03-07T02:13:04.938147,claude-sonnet-4-6,anthropic,sympy__sympy-14248,4,3,3
django__django-14140,3,5,3,2,2,2,0,5,5,4,2,1,5,1,3,4,3,3,2,3,2026-03-07T02:09:53.600306,claude-sonnet-4-6,anthropic,django__django-14140,5,2,5
sympy__sympy-13974,3,5,3,3,2,2,1,4,5,5,3,1,5,0,2,4,2,3,4,3,2026-03-07T02:20:04.385947,claude-sonnet-4-6,anthropic,sympy__sympy-13974,4,2,5
sphinx-doc__sphinx-9711,2,5,2,2,1,2,1,5,5,5,2,1,5,1,2,3,3,3,2,2,2026-03-07T02:19:58.446674,claude-sonnet-4-6,anthropic,sphinx-doc__sphinx-9711,5,2,5
sympy__sympy-19495,1,4,4,4,3,2,0,4,5,4,3,2,5,1,3,3,2,2,2,3,2026-03-07T02:11:27.201478,claude-sonnet-4-6,anthropic,sympy__sympy-19495,4,2,5
django__django-11179,3,5,3,2,2,2,1,4,3,4,2,1,4,1,2,2,2,2,1,2,2026-03-07T02:05:36.711420,claude-sonnet-4-6,anthropic,django__django-11179,5,2,5
sphinx-doc__sphinx-10466,3,4,3,2,1,2,1,4,3,4,2,1,4,1,2,4,3,3,2,2,2026-03-07T02:10:56.084527,claude-sonnet-4-6,anthropic,sphinx-doc__sphinx-10466,5,2,5
django__django-16595,3,5,3,2,2,2,1,4,5,5,2,1,5,1,1,2,2,1,1,2,2026-03-07T02:10:14.551112,claude-sonnet-4-6,anthropic,django__django-16595,5,1,5
sympy__sympy-13372,3,5,3,2,2,2,1,5,5,4,2,1,5,1,2,1,1,1,1,3,2026-03-07T02:20:00.717523,claude-sonnet-4-6,anthropic,sympy__sympy-13372,5,2,5
pydata__xarray-6599,2,5,3,2,2,2,1,5,5,5,2,1,5,1,2,2,2,2,2,3,2026-03-07T02:10:35.388586,claude-sonnet-4-6,anthropic,pydata__xarray-6599,4,2,5
django__django-15268,1,4,4,4,3,3,0,3,5,5,3,2,4,1,2,3,3,2,3,3,2026-03-07T02:10:01.223275,claude-sonnet-4-6,anthropic,django__django-15268,4,2,4
sphinx-doc__sphinx-8593,0,4,4,4,3,2,0,3,5,4,4,3,4,0,3,4,3,3,4,4,2026-03-07T02:06:13.750249,claude-sonnet-4-6,anthropic,sphinx-doc__sphinx-8593,4,2,4
sympy__sympy-20916,3,5,2,2,1,2,1,4,5,4,2,1,5,1,3,4,2,4,1,2,2026-03-07T02:13:13.759186,claude-sonnet-4-6,anthropic,sympy__sympy-20916,4,2,4
sympy__sympy-21612,3,4,4,3,3,2,0,4,5,5,4,2,5,1,2,2,1,2,1,3,2026-03-07T02:13:14.807236,claude-sonnet-4-6,anthropic,sympy__sympy-21612,5,2,5
django__django-11790,1,4,3,2,2,2,1,4,3,4,2,1,4,1,1,3,1,2,1,2,2026-03-07T02:09:28.924416,claude-sonnet-4-6,anthropic,django__django-11790,4,2,5
pytest-dev__pytest-7205,3,5,3,2,2,2,1,5,5,4,1,1,5,1,3,4,2,2,1,2,2026-03-07T02:10:44.204804,claude-sonnet-4-6,anthropic,pytest-dev__pytest-7205,5,1,5
matplotlib__matplotlib-24026,1,4,3,3,2,2,1,5,5,4,2,1,5,1,3,2,1,2,2,3,2026-03-07T02:10:23.343568,claude-sonnet-4-6,anthropic,matplotlib__matplotlib-24026,5,2,5
sympy__sympy-15875,2,5,4,3,2,2,0,5,5,5,3,1,5,1,2,2,1,2,1,3,2026-03-07T02:20:13.075308,claude-sonnet-4-6,anthropic,sympy__sympy-15875,4,2,5
django__django-16901,1,5,4,4,4,2,0,4,5,5,3,2,5,1,2,3,2,2,2,3,2026-03-07T02:10:16.443932,claude-sonnet-4-6,anthropic,django__django-16901,4,2,5
django__django-11728,3,5,3,3,2,2,1,4,4,5,2,1,5,1,2,4,2,3,3,2,2026-03-07T02:09:29.447406,claude-sonnet-4-6,anthropic,django__django-11728,4,2,5
