solution_hint,problem_clarity,solution_complexity,domain_knowledge_required,logical_reasoning_required,atypicality,verification_difficulty,standard_pattern_available,integration_complexity,_task_id,solution_discovery_needed,fix_pattern_type,location_hints_provided,solution_prescribed,minimal_repro_provided,num_files_modified,num_hunks,num_lines_changed,log_lines_changed,patch_adds,patch_deletes,patch_chars,patch_files_gt2,patch_files_gt3,patch_lines_gt20,patch_lines_gt50,test_patch_chars,test_patch_hunks,test_patch_files,test_patch_lines,stmt_words,stmt_chars,stmt_lines,stmt_lines_gt80,has_http_link,has_code_block,has_stack_trace,feature_request_phrasing,is_django,is_sympy,repo_name
3,4,2,4,2,2,2,1,2,django__django-13112,1,1,1,1,1,1,1,6,0.8450980400142568,5,1,884,0,0,0,0,1331,1,1,28,164,1944,51,0,0,0,1,0,1,0,django/django
2,5,1,2,2,1,2,1,1,sympy__sympy-24539,1,1,1,0,1,1,1,9,1.0,6,3,779,0,0,0,0,544,1,1,6,96,659,16,0,1,1,0,0,0,1,sympy/sympy
3,5,1,2,2,1,2,1,1,django__django-16255,1,0,1,1,0,1,1,2,0.47712125471966244,1,1,539,0,0,0,0,2292,4,2,29,143,1566,32,0,0,1,1,0,1,0,django/django
2,4,2,4,3,3,3,0,3,django__django-14792,3,1,1,0,1,1,1,7,0.9030899869919435,5,2,486,0,0,0,0,1638,1,1,25,204,1514,16,0,0,0,0,0,1,0,django/django
3,5,1,3,2,2,2,1,2,matplotlib__matplotlib-24637,1,0,1,1,1,1,2,2,0.47712125471966244,2,0,802,0,0,0,0,1615,2,1,32,239,2257,65,0,1,1,0,0,0,0,matplotlib/matplotlib
3,5,2,4,2,3,2,1,2,pydata__xarray-4966,1,0,1,1,1,1,1,8,0.9542425094393249,8,0,983,0,0,0,0,1433,1,1,28,498,4384,65,0,1,1,0,0,0,0,pydata/xarray
1,4,1,4,3,2,2,1,2,pydata__xarray-6721,3,1,1,0,1,1,1,2,0.47712125471966244,1,1,452,0,0,0,0,634,1,1,7,830,9276,237,1,1,1,0,0,0,0,pydata/xarray
3,5,2,3,2,2,2,1,2,django__django-13807,1,0,1,1,1,1,1,11,1.0791812460476249,8,3,1917,0,0,0,0,1607,3,2,21,161,1501,36,0,0,1,1,0,1,0,django/django
2,4,2,3,2,2,2,1,2,matplotlib__matplotlib-26466,2,0,1,1,1,1,4,20,1.3222192947339193,6,14,1783,0,0,0,0,1368,2,1,18,177,1412,47,0,1,1,0,0,0,0,matplotlib/matplotlib
3,5,1,3,2,2,2,1,2,matplotlib__matplotlib-20859,1,1,1,1,1,1,2,8,0.9542425094393249,5,3,979,0,0,0,0,665,1,1,9,343,2582,67,0,1,1,1,0,0,0,matplotlib/matplotlib
2,5,1,3,2,1,2,1,2,sphinx-doc__sphinx-8269,2,0,0,0,1,1,1,1,0.3010299956639812,1,0,594,0,0,0,0,2482,5,3,39,146,1187,31,0,1,1,1,0,0,0,sphinx-doc/sphinx
3,5,2,3,2,2,2,1,2,astropy__astropy-13033,1,1,1,1,1,1,2,14,1.1760912590556813,11,3,1486,0,0,0,0,910,1,1,8,377,2790,72,0,1,1,1,0,0,0,astropy/astropy
1,4,5,5,5,4,4,0,5,django__django-16263,5,4,1,1,1,4,14,93,1.9731278535996986,70,23,9785,1,1,1,1,2125,2,1,39,89,656,10,0,0,0,0,0,1,0,django/django
2,4,1,3,2,2,2,1,2,django__django-11119,1,1,1,1,0,1,1,2,0.47712125471966244,1,1,492,0,0,0,0,555,1,1,7,45,369,5,0,0,0,0,0,1,0,django/django
3,5,2,4,2,2,2,1,2,pydata__xarray-7393,1,1,1,1,1,1,1,6,0.8450980400142568,5,1,603,0,0,0,0,631,1,1,7,300,2362,97,1,1,1,0,0,0,0,pydata/xarray
2,4,2,4,3,3,2,1,3,mwaskom__seaborn-3187,2,0,1,1,1,2,2,12,1.1139433523068367,12,0,1531,0,0,0,0,1199,2,2,15,155,1438,29,0,1,1,0,0,0,0,mwaskom/seaborn
3,5,1,3,2,2,2,1,2,pytest-dev__pytest-5262,1,2,1,1,1,1,1,4,0.6989700043360189,4,0,437,0,0,0,0,418,1,1,3,479,4789,103,1,1,1,1,0,0,0,pytest-dev/pytest
1,4,2,4,3,2,2,1,3,pytest-dev__pytest-7571,3,0,1,0,1,1,3,4,0.6989700043360189,4,0,1307,0,0,0,0,1826,3,1,35,56,459,14,0,1,1,0,0,0,0,pytest-dev/pytest
1,4,3,5,4,4,2,0,3,astropy__astropy-14369,4,1,1,0,1,2,5,65,1.8195439355418688,32,33,12099,0,0,1,1,1100,2,1,8,281,2597,71,0,1,1,0,0,0,0,astropy/astropy
3,5,1,2,2,1,2,1,2,sphinx-doc__sphinx-8475,2,0,1,1,1,1,2,4,0.6989700043360189,2,2,994,0,0,0,0,1277,1,1,28,115,766,19,0,1,0,0,0,0,0,sphinx-doc/sphinx
3,5,1,2,2,1,2,1,2,django__django-15731,1,3,1,1,1,1,2,4,0.6989700043360189,2,2,775,0,0,0,0,939,2,1,12,147,1179,20,0,1,1,0,1,1,0,django/django
3,5,1,2,1,1,2,1,1,pytest-dev__pytest-5809,1,1,1,1,1,1,1,6,0.8450980400142568,1,5,657,0,0,0,0,571,1,1,2,122,971,21,0,1,0,1,0,0,0,pytest-dev/pytest
1,4,2,4,3,3,2,0,2,django__django-12774,2,0,1,0,1,1,1,12,1.1139433523068367,11,1,947,0,0,0,0,3111,3,2,46,115,1094,24,0,0,0,1,0,1,0,django/django
2,5,1,3,2,1,2,1,2,scikit-learn__scikit-learn-13328,2,0,1,1,1,1,1,3,0.6020599913279624,2,1,603,0,0,0,0,2908,5,1,30,450,4704,126,1,0,1,1,0,0,0,scikit-learn/scikit-learn
2,4,2,2,3,2,2,1,2,sympy__sympy-19637,2,1,1,0,1,1,1,4,0.6989700043360189,3,1,421,0,0,0,0,407,1,1,1,29,221,8,0,0,0,1,0,0,1,sympy/sympy
3,5,2,3,2,1,2,1,2,django__django-14376,1,3,1,1,0,2,3,13,1.146128035678238,8,5,1845,0,0,0,0,2915,1,1,50,79,782,6,0,1,0,0,1,1,0,django/django
3,5,2,3,2,1,2,1,2,scikit-learn__scikit-learn-14496,1,1,1,1,1,1,6,22,1.3617278360175928,9,13,3809,0,0,1,0,763,1,1,6,259,2290,58,0,1,1,1,0,0,0,scikit-learn/scikit-learn
2,4,2,4,2,2,2,1,3,django__django-12308,2,0,1,1,1,1,1,5,0.7781512503836436,5,0,684,0,0,0,0,1230,1,1,17,69,459,7,0,0,0,0,0,1,0,django/django
3,4,2,3,3,2,2,1,2,sympy__sympy-24562,2,1,1,1,1,1,2,8,0.9542425094393249,5,3,745,0,0,0,0,532,1,1,7,37,222,4,0,0,0,0,0,0,1,sympy/sympy
0,4,2,4,4,3,2,0,3,astropy__astropy-12907,4,1,0,0,1,1,1,2,0.47712125471966244,1,1,470,0,0,0,0,1415,2,1,19,158,1246,41,0,0,1,0,0,0,0,astropy/astropy
3,5,2,3,2,2,2,1,2,pydata__xarray-4356,1,1,1,1,1,1,1,6,0.8450980400142568,1,5,808,0,0,0,0,1975,2,1,25,84,703,23,0,1,1,0,1,0,0,pydata/xarray
1,4,3,4,3,3,2,0,3,django__django-11820,3,0,1,0,0,1,1,8,0.9542425094393249,7,1,919,0,0,0,0,1686,2,1,32,40,343,7,0,0,0,0,0,1,0,django/django
2,5,1,3,2,2,2,1,1,django__django-15863,2,1,1,1,1,1,1,2,0.47712125471966244,1,1,427,0,0,0,0,808,1,1,4,94,838,22,0,1,0,0,0,1,0,django/django
2,4,2,4,2,3,2,1,2,django__django-14771,2,2,0,0,1,1,1,5,0.7781512503836436,5,0,693,0,0,0,0,3292,7,1,16,124,994,33,0,1,0,0,0,1,0,django/django
3,5,1,3,2,2,3,1,2,django__django-11066,1,1,1,1,0,1,1,2,0.47712125471966244,1,1,746,0,0,0,0,2136,2,1,16,213,1867,20,0,1,0,0,0,1,0,django/django
2,4,3,4,3,2,2,1,3,pydata__xarray-3305,2,0,1,1,1,2,5,22,1.3617278360175928,17,5,2945,0,0,1,0,1017,1,1,4,176,2188,75,0,1,1,0,0,0,0,pydata/xarray
3,5,1,3,2,2,2,1,2,matplotlib__matplotlib-23412,1,1,1,1,1,1,1,5,0.7781512503836436,2,3,654,0,0,0,0,1959,1,1,34,230,1859,80,0,1,1,0,0,0,0,matplotlib/matplotlib
1,4,2,4,3,3,2,0,3,scikit-learn__scikit-learn-14087,3,1,1,0,1,1,2,9,1.0,6,3,1392,0,0,0,0,1386,2,1,12,204,2320,74,0,0,1,1,0,0,0,scikit-learn/scikit-learn
1,4,2,4,3,3,2,0,3,django__django-15930,3,0,0,0,1,1,1,5,0.7781512503836436,5,0,857,0,0,0,0,902,1,1,10,89,689,19,0,0,0,1,0,1,0,django/django
3,5,1,3,2,2,2,1,2,django__django-12125,1,1,1,1,1,1,1,2,0.47712125471966244,1,1,546,0,0,0,0,2076,4,1,25,181,1589,38,0,0,0,0,0,1,0,django/django
2,5,2,3,3,2,2,1,1,scikit-learn__scikit-learn-15100,1,1,1,1,1,1,1,9,1.0,6,3,808,0,0,0,0,858,1,1,15,249,2134,62,0,1,1,0,0,0,0,scikit-learn/scikit-learn
0,4,3,4,3,3,2,0,3,sphinx-doc__sphinx-8265,4,1,0,0,1,1,1,18,1.2787536009528289,16,2,1560,0,0,0,0,538,1,1,2,202,1725,51,0,1,1,0,0,0,0,sphinx-doc/sphinx
3,5,3,4,2,2,2,1,3,django__django-11532,2,3,1,1,1,5,11,26,1.4313637641589874,16,10,4525,1,1,1,0,1231,2,1,10,250,2666,42,0,1,0,1,0,1,0,django/django
2,3,1,4,3,2,2,1,3,django__django-11477,3,0,1,1,0,1,1,2,0.47712125471966244,1,1,610,0,0,0,0,3941,5,5,31,35,225,6,0,0,0,0,0,1,0,django/django
3,5,1,2,1,1,1,1,1,django__django-9296,1,2,1,1,0,1,1,4,0.6989700043360189,4,0,523,0,0,0,0,668,1,1,7,63,411,10,0,0,1,0,0,1,0,django/django
0,4,1,4,3,3,2,0,3,sphinx-doc__sphinx-8459,3,1,0,0,1,1,1,2,0.47712125471966244,1,1,733,0,0,0,0,1289,1,1,22,160,1335,77,0,0,1,0,0,0,0,sphinx-doc/sphinx
2,4,1,3,2,2,2,1,2,sympy__sympy-14711,1,0,1,1,1,1,1,2,0.47712125471966244,2,0,403,0,0,0,0,400,1,1,2,104,1070,31,0,0,1,1,0,0,1,sympy/sympy
2,4,3,4,3,3,2,0,3,sympy__sympy-18698,3,1,1,1,1,1,3,11,1.0791812460476249,6,5,1126,0,0,0,0,820,2,1,7,106,458,18,0,0,1,0,0,0,1,sympy/sympy
2,4,3,4,2,2,2,1,3,django__django-16560,2,2,1,1,0,2,18,85,1.9344984512435677,70,15,10743,0,0,1,1,11164,12,2,150,120,840,9,0,1,0,0,0,1,0,django/django
1,4,2,4,3,2,2,1,3,scikit-learn__scikit-learn-26323,2,0,1,0,1,1,2,4,0.6989700043360189,4,0,771,0,0,0,0,1362,2,1,25,245,2812,105,1,1,1,0,0,0,0,scikit-learn/scikit-learn
3,5,1,2,2,1,2,1,2,django__django-11163,1,1,1,1,0,1,1,2,0.47712125471966244,1,1,534,0,0,0,0,814,1,1,4,59,408,10,0,1,0,0,0,1,0,django/django
3,5,2,3,2,2,2,1,2,scikit-learn__scikit-learn-14710,1,0,1,1,1,1,1,4,0.6989700043360189,4,0,927,0,0,0,0,943,1,1,11,548,6629,163,1,1,1,1,0,0,0,scikit-learn/scikit-learn
2,5,1,2,2,1,2,1,1,django__django-13670,1,1,1,1,1,1,1,4,0.6989700043360189,2,2,476,0,0,0,0,746,1,1,13,109,767,20,0,1,1,0,0,1,0,django/django
3,5,1,4,2,2,2,1,2,django__django-13109,1,1,1,1,1,1,1,2,0.47712125471966244,1,1,612,0,0,0,0,4015,4,4,71,220,1922,31,0,1,0,0,0,1,0,django/django
3,5,1,4,2,2,2,1,2,astropy__astropy-14539,1,0,1,1,1,1,1,2,0.47712125471966244,1,1,481,0,0,0,0,3599,4,1,25,183,1463,47,0,0,1,0,0,0,0,astropy/astropy
0,4,2,4,3,3,2,0,3,sphinx-doc__sphinx-9658,4,1,0,0,1,1,3,4,0.6989700043360189,3,1,1042,0,0,0,0,1005,3,1,13,220,2690,90,1,1,1,0,0,0,0,sphinx-doc/sphinx
3,4,1,3,2,2,2,1,2,django__django-15161,2,3,1,1,0,1,6,6,0.8450980400142568,6,0,1795,0,0,0,0,2701,2,2,31,68,504,6,0,0,0,0,0,1,0,django/django
3,5,1,3,2,2,2,1,2,sympy__sympy-13647,2,1,1,1,1,1,1,2,0.47712125471966244,1,1,495,0,0,0,0,845,1,1,8,211,1088,59,0,0,1,0,0,0,1,sympy/sympy
1,4,1,3,2,2,2,1,2,django__django-11964,3,2,0,0,1,1,1,8,0.9542425094393249,7,1,559,0,0,0,0,605,1,1,6,238,2353,45,0,0,0,1,0,1,0,django/django
2,4,3,4,3,3,2,0,3,django__django-11749,2,1,1,1,1,1,1,10,1.0413926851582251,9,1,1022,0,0,0,0,1800,2,2,22,160,1249,22,0,0,0,1,0,1,0,django/django
1,4,3,4,3,3,2,0,3,pydata__xarray-3095,3,2,1,0,1,2,6,49,1.6989700043360187,32,17,4029,0,0,1,0,671,1,1,5,187,2811,66,0,0,1,0,0,0,0,pydata/xarray
1,4,2,4,3,3,3,0,3,sphinx-doc__sphinx-8120,3,1,0,0,1,2,3,9,1.0,6,3,1740,0,0,0,0,1645,2,1,29,218,1855,38,0,1,1,0,0,0,0,sphinx-doc/sphinx
2,4,2,4,3,2,2,1,2,scikit-learn__scikit-learn-14053,2,0,1,1,1,1,1,3,0.6020599913279624,2,1,558,0,0,0,0,961,1,1,15,324,3098,93,1,1,1,1,0,0,0,scikit-learn/scikit-learn
2,4,1,3,2,1,2,1,2,scikit-learn__scikit-learn-13779,2,0,0,0,1,1,1,2,0.47712125471966244,2,0,563,0,0,0,0,1784,2,1,24,61,589,18,0,0,1,1,0,0,0,scikit-learn/scikit-learn
2,4,1,3,2,2,2,1,2,psf__requests-1724,2,0,1,1,1,1,2,5,0.7781512503836436,4,1,863,0,0,0,0,602,1,1,5,648,7476,151,1,1,1,1,0,0,0,psf/requests
2,4,3,4,4,3,3,0,4,django__django-12325,3,0,1,1,1,2,3,8,0.9542425094393249,2,6,1614,0,0,0,0,3809,4,3,53,86,900,16,0,0,0,0,0,1,0,django/django
3,5,1,2,1,1,1,1,1,scikit-learn__scikit-learn-14141,1,0,1,1,0,1,1,1,0.3010299956639812,1,0,314,0,0,0,0,426,1,1,1,26,158,3,0,0,0,0,0,0,0,scikit-learn/scikit-learn
3,5,1,3,2,2,2,1,2,matplotlib__matplotlib-26113,1,1,1,1,1,1,1,2,0.47712125471966244,1,1,602,0,0,0,0,1269,1,1,39,1202,9424,285,1,1,1,0,0,0,0,matplotlib/matplotlib
2,3,2,4,3,3,3,0,3,django__django-14434,3,1,1,1,0,1,2,8,0.9542425094393249,4,4,1423,0,0,0,0,1289,1,1,16,29,190,5,0,0,0,0,0,1,0,django/django
1,5,2,3,2,2,2,1,2,sphinx-doc__sphinx-9320,2,0,0,0,1,1,2,8,0.9542425094393249,7,1,736,0,0,0,0,838,2,1,16,144,1117,39,0,1,1,0,0,0,0,sphinx-doc/sphinx
1,4,2,4,3,3,2,0,3,pylint-dev__pylint-4604,3,0,0,0,1,2,3,6,0.8450980400142568,6,0,1098,0,0,0,0,1233,2,1,20,98,685,40,0,0,1,0,0,0,0,pylint-dev/pylint
3,5,1,3,2,1,2,1,2,django__django-12276,1,3,1,1,1,1,2,6,0.8450980400142568,3,3,839,0,0,0,0,3063,3,2,35,73,604,8,0,1,1,0,0,1,0,django/django
3,4,2,3,2,2,3,1,2,django__django-10973,2,3,1,1,0,1,2,37,1.5797835966168101,4,33,2434,0,0,1,0,4184,5,1,46,51,357,6,0,0,0,0,0,1,0,django/django
3,5,1,1,1,1,1,1,1,sympy__sympy-16886,1,1,1,1,0,1,1,2,0.47712125471966244,1,1,428,0,0,0,0,567,1,1,2,26,185,8,0,0,0,0,0,0,1,sympy/sympy
0,4,2,4,3,3,2,0,3,matplotlib__matplotlib-22865,3,1,0,0,1,1,1,8,0.9542425094393249,6,2,844,0,0,0,0,1444,1,1,24,158,1515,65,0,1,1,0,0,0,0,matplotlib/matplotlib
0,4,1,4,3,3,2,0,2,sphinx-doc__sphinx-8638,4,1,0,0,1,1,1,2,0.47712125471966244,1,1,653,0,0,0,0,1318,1,1,24,410,2924,41,0,1,1,0,0,0,0,sphinx-doc/sphinx
2,5,2,3,3,2,2,1,3,pytest-dev__pytest-10051,2,2,1,1,1,1,3,7,0.9030899869919435,5,2,1119,0,0,0,0,1310,1,1,18,134,1371,40,0,1,1,0,0,0,0,pytest-dev/pytest
1,4,1,3,3,2,2,1,2,scikit-learn__scikit-learn-13124,2,1,1,1,1,1,2,5,0.7781512503836436,2,3,1078,0,0,0,0,1043,1,1,11,1093,5567,157,1,1,1,0,0,0,0,scikit-learn/scikit-learn
3,5,1,3,2,2,2,1,2,django__django-16429,1,1,1,1,1,1,1,1,0.3010299956639812,1,0,359,0,0,0,0,1339,3,1,12,107,964,20,0,1,1,1,0,1,0,django/django
3,4,3,4,3,3,4,0,4,django__django-11138,2,1,1,1,1,4,7,69,1.845098040014257,40,29,7548,1,1,1,1,4013,3,1,59,437,3135,69,0,1,1,0,0,1,0,django/django
3,5,2,3,2,2,3,1,1,django__django-13410,1,1,1,1,0,1,1,11,1.0791812460476249,7,4,651,0,0,0,0,1453,2,1,18,164,1242,30,0,1,1,1,0,1,0,django/django
3,5,1,3,2,1,2,1,2,django__django-16612,1,1,1,1,1,1,1,4,0.6989700043360189,3,1,630,0,0,0,0,4140,4,1,71,62,723,11,0,1,0,0,0,1,0,django/django
1,4,1,4,3,3,3,1,2,sympy__sympy-20428,4,1,0,0,1,1,1,2,0.47712125471966244,1,1,418,0,0,0,0,1257,1,1,14,392,3710,93,1,0,1,1,0,0,1,sympy/sympy
3,5,1,3,2,2,2,1,2,django__django-14855,1,1,1,1,0,1,1,6,0.8450980400142568,5,1,687,0,0,0,0,2805,5,2,16,146,1011,15,0,0,0,0,0,1,0,django/django
2,4,2,4,3,3,3,0,3,django__django-15252,3,0,1,1,0,1,1,8,0.9542425094393249,6,2,850,0,0,0,0,4447,4,2,43,243,1681,17,0,0,0,0,0,1,0,django/django
0,4,2,4,4,4,3,0,3,django__django-11211,4,2,0,0,1,1,1,4,0.6989700043360189,4,0,527,0,0,0,0,2633,4,2,24,112,959,21,0,1,0,0,0,1,0,django/django
2,5,1,3,2,2,2,1,2,astropy__astropy-14309,2,1,1,1,1,1,1,5,0.7781512503836436,2,3,592,0,0,0,0,895,2,1,14,488,4910,93,1,1,1,1,0,0,0,astropy/astropy
2,4,2,4,3,3,3,0,3,django__django-13810,2,1,1,1,1,1,2,6,0.8450980400142568,4,2,1176,0,0,0,0,1244,1,1,19,331,2259,8,0,1,0,1,0,1,0,django/django
1,4,3,4,3,2,2,1,3,sympy__sympy-14531,2,1,0,0,1,1,11,38,1.591064607026499,21,17,5583,0,0,1,0,1753,2,2,12,96,668,26,0,0,1,0,0,0,1,sympy/sympy
3,5,1,4,3,3,2,0,2,django__django-13406,2,0,1,1,1,1,1,2,0.47712125471966244,2,0,359,0,0,0,0,1820,2,1,24,315,3084,45,0,1,0,1,0,1,0,django/django
1,5,3,4,3,2,2,1,3,sympy__sympy-14248,3,1,0,0,1,3,4,65,1.8195439355418688,56,9,3801,1,0,1,1,4449,9,9,46,104,583,19,0,1,1,0,0,0,1,sympy/sympy
3,5,2,4,3,2,2,1,3,django__django-14140,2,3,1,1,1,1,1,12,1.1139433523068367,4,8,1026,0,0,0,0,3838,5,3,43,141,1152,22,0,1,1,1,0,1,0,django/django
3,5,3,4,3,2,2,1,3,sympy__sympy-13974,2,2,1,1,1,1,4,45,1.662757831681574,37,8,3590,0,0,1,0,995,2,1,7,117,1044,39,0,0,1,0,0,0,1,sympy/sympy
2,5,2,3,2,2,2,1,2,sphinx-doc__sphinx-9711,2,1,0,0,1,1,2,15,1.2041199826559248,14,1,1284,0,0,0,0,1191,1,1,31,229,1571,66,0,1,1,0,0,0,0,sphinx-doc/sphinx
1,4,3,4,4,3,3,0,3,sympy__sympy-19495,4,1,0,0,1,1,4,19,1.3010299956639813,10,9,2106,0,0,0,0,1351,2,1,16,245,1436,40,0,0,1,0,0,0,1,sympy/sympy
3,4,1,4,2,2,2,1,2,django__django-11179,1,1,1,1,0,1,1,1,0.3010299956639812,1,0,579,0,0,0,0,986,2,1,9,42,283,6,0,0,0,0,0,1,0,django/django
3,4,1,3,2,1,2,1,2,sphinx-doc__sphinx-10466,1,0,1,1,1,1,1,3,0.6020599913279624,2,1,685,0,0,0,0,1175,1,1,20,272,3137,136,1,1,1,0,0,0,0,sphinx-doc/sphinx
3,5,1,3,2,2,2,1,2,django__django-16595,1,0,1,1,1,1,1,6,0.8450980400142568,3,3,712,0,0,0,0,2160,2,1,18,142,1540,39,0,0,0,0,0,1,0,django/django
3,4,1,3,2,2,2,1,2,sympy__sympy-13372,1,0,1,1,1,1,1,4,0.6989700043360189,4,0,736,0,0,0,0,451,1,1,2,159,1183,29,0,1,1,1,0,0,1,sympy/sympy
1,4,2,4,3,3,2,0,2,pydata__xarray-6599,3,1,0,0,1,1,2,6,0.8450980400142568,5,1,779,0,0,0,0,628,1,1,8,445,4310,145,1,1,1,0,0,0,0,pydata/xarray
2,4,3,4,3,3,3,0,3,django__django-15268,3,2,0,0,1,1,2,13,1.146128035678238,12,1,1228,0,0,0,0,3414,3,1,38,124,1305,40,0,1,0,0,0,1,0,django/django
0,4,4,4,4,3,3,0,4,sphinx-doc__sphinx-8593,4,4,0,0,1,2,4,60,1.7853298350107671,44,16,4830,0,0,1,1,2331,4,2,34,92,638,38,0,0,1,0,0,0,0,sphinx-doc/sphinx
3,5,1,2,2,2,2,1,1,sympy__sympy-20916,1,1,1,1,1,1,2,4,0.6989700043360189,2,2,744,0,0,0,0,1857,3,2,14,19,143,13,0,0,1,0,0,0,1,sympy/sympy
3,4,1,4,3,3,2,1,2,sympy__sympy-21612,1,0,1,1,1,1,1,2,0.47712125471966244,1,1,541,0,0,0,0,514,1,1,2,79,681,27,0,0,1,0,0,0,1,sympy/sympy
2,4,1,3,2,2,2,1,2,django__django-11790,2,0,1,0,0,1,1,4,0.6989700043360189,3,1,806,0,0,0,0,1027,2,1,2,27,465,8,0,1,0,0,0,1,0,django/django
3,5,1,3,2,1,2,1,2,pytest-dev__pytest-7205,1,3,1,1,1,1,2,3,0.6020599913279624,2,1,572,0,0,0,0,1868,5,1,33,393,4267,106,1,0,1,0,0,0,0,pytest-dev/pytest
1,4,3,4,3,3,3,0,3,matplotlib__matplotlib-24026,3,3,1,0,1,1,3,13,1.146128035678238,8,5,1615,0,0,0,0,702,1,1,5,204,2133,41,0,1,1,1,0,0,0,matplotlib/matplotlib
2,4,2,4,3,3,2,0,3,sympy__sympy-15875,3,1,1,0,1,1,1,2,0.47712125471966244,1,1,396,0,0,0,0,531,1,1,5,90,563,26,0,0,1,0,0,0,1,sympy/sympy
2,5,2,4,3,3,2,1,3,django__django-16901,3,1,0,0,1,1,2,7,0.9030899869919435,6,1,1316,0,0,0,0,985,1,1,21,149,1014,19,0,0,0,0,0,1,0,django/django
3,5,3,3,3,2,2,1,2,django__django-11728,2,1,1,1,1,1,6,22,1.3617278360175928,12,10,3304,0,0,1,0,929,1,1,4,69,499,8,0,0,0,0,0,1,0,django/django
